source,target
MAR03460,MAR03459
MAR03460,MAR03461
MAR09530,MAR09531
MAR05152,MAR05156
MAR05152,MAR05159
MAR05152,MAR05169
MAR05152,MAR05143
MAR05152,MAR05149
MAR05152,MAR05166
MAR05152,MAR05144
MAR05152,MAR05170
MAR05152,MAR05154
MAR05152,MAR05150
MAR05152,MAR09541
MAR05152,MAR05162
MAR05152,MAR05134
MAR05152,MAR05138
MAR05152,MAR05161
MAR05152,MAR05141
MAR05152,MAR05146
MAR05152,MAR07620
MAR05152,MAR05135
MAR05152,MAR05160
MAR05152,MAR05133
MAR05152,MAR05142
MAR05152,MAR05151
MAR05152,MAR05165
MAR05152,MAR05157
MAR05152,MAR05167
MAR05152,MAR05158
MAR05152,MAR05148
MAR05152,MAR05164
MAR05152,MAR05145
MAR05152,MAR05171
MAR05152,MAR05168
MAR05152,MAR05174
MAR05152,MAR05153
MAR05152,MAR05163
MAR05152,MAR05132
MAR05152,MAR05139
MAR05152,MAR05173
MAR05152,MAR05131
MAR05152,MAR05136
MAR05152,MAR05137
MAR05152,MAR05147
MAR05152,MAR10062
MAR05152,MAR05140
MAR05152,MAR05155
MAR05152,MAR05172
MAR05152,MAR05130
MAR12428,MAR12431
MAR12428,MAR12429
MAR06071,MAR06120
MAR06071,MAR06130
MAR06071,MAR06117
MAR06071,MAR06184
MAR06071,MAR06196
MAR06071,MAR06086
MAR06071,MAR06160
MAR06071,MAR06187
MAR06071,MAR06172
MAR06071,MAR05435
MAR06071,MAR06199
MAR06071,MAR06154
MAR06071,MAR06072
MAR06071,MAR06175
MAR06071,MAR06133
MAR06071,MAR06083
MAR06071,MAR06073
MAR06071,MAR06166
MAR06071,MAR06205
MAR06071,MAR06092
MAR06071,MAR11365
MAR06071,MAR06145
MAR06071,MAR01886
MAR06071,MAR02396
MAR06071,MAR06211
MAR06071,MAR04433
MAR06071,MAR05443
MAR06071,MAR01901
MAR06071,MAR06208
MAR06071,MAR06108
MAR06071,MAR06080
MAR06071,MAR01880
MAR06071,MAR01889
MAR06071,MAR06142
MAR06071,MAR01907
MAR06071,MAR06068
