model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Abiotrophia_defectiva_ATCC_49176.mat,1048,632,326,265,35,37,6
Acaricomes_phytoseiuli_DSM_14247.mat,1064,625,310,269,89,39,6
Acaryochloris_marina_MBIC11017.mat,1242,806,433,306,48,61,7
Acetanaerobacterium_elongatum_CGMCC_1_5012.mat,932,601,310,265,18,25,5
Acetatifactor_muris_GP69.mat,1014,657,387,228,23,39,5
Acetivibrio_cellulolyticus_CD2.mat,1007,677,354,294,17,30,5
Acetivibrio_ethanolgignens_ACET_33324.mat,996,579,337,212,21,29,5
Acetobacterium_wieringae_DSM_1911.mat,1103,723,419,263,24,52,4
Acetonema_longum_DSM_6540.mat,1346,817,476,277,31,62,5
Achromobacter_insuavis_AXX_A.mat,1631,980,545,322,127,94,7
Achromobacter_xylosoxidans_A8.mat,1854,1058,599,318,134,122,8
Achromobacter_xylosoxidans_ERR2221244.mat,1599,944,555,304,118,61,7
Achromobacter_xylosoxidans_ERR2221245.mat,1599,944,555,304,118,61,7
Achromobacter_xylosoxidans_ERR2221246.mat,1599,944,555,304,118,61,7
Achromobacter_xylosoxidans_ERR2221247.mat,1599,944,555,304,118,61,7
Achromobacter_xylosoxidans_NBRC_15126.mat,1785,981,510,370,122,84,8
Achromobacter_xylosoxidans_NCTC10807.mat,1595,945,552,310,118,63,7
Acidaminobacter_hydrogenoformans_DSM_2784.mat,1066,565,285,213,37,62,5
Acidaminococcus_fermentans_DSM_20731.mat,1231,729,425,245,38,57,8
Acidaminococcus_intestini_RyC_MR95.mat,1188,728,381,275,33,68,5
Acidaminococcus_massiliensis_Marseille_P2828.mat,1018,890,408,439,36,47,5
Acidaminococcus_sp_BV3L6.mat,1082,666,368,249,32,44,5
Acidaminococcus_sp_D21.mat,1050,696,437,201,29,56,5
Acidaminococcus_sp_HPA0509.mat,1133,664,364,246,32,49,5
Acidobacterium_ailaaui_PMMR2.mat,1185,744,396,295,36,46,6
Acidobacterium_capsulatum_ATCC_51196.mat,1147,708,369,291,34,46,5
Acidovorax_caeni_R_24608.mat,1362,810,437,302,52,55,7
Acinetobacter_baumannii_1656_2.mat,1556,864,457,295,72,90,7
Acinetobacter_baumannii_3990.mat,1563,865,460,295,70,88,7
Acinetobacter_baumannii_48055.mat,1556,864,459,295,70,88,7
Acinetobacter_baumannii_53264.mat,1556,864,459,295,70,88,7
Acinetobacter_baumannii_6013113.mat,1491,838,440,303,73,70,7
Acinetobacter_baumannii_6013150.mat,1495,842,444,303,73,70,7
Acinetobacter_baumannii_6014059.mat,1497,858,454,309,73,70,7
Acinetobacter_baumannii_AA_014.mat,1561,857,455,292,72,88,7
Acinetobacter_baumannii_AB0057.mat,1720,939,497,323,78,95,8
Acinetobacter_baumannii_Ab11111.mat,1556,864,459,295,70,88,7
Acinetobacter_baumannii_AB_1536_8.mat,1570,864,453,292,72,97,7
Acinetobacter_baumannii_AB_1582_8.mat,1558,861,459,292,70,88,7
Acinetobacter_baumannii_AB_1594_8.mat,1560,860,453,297,72,88,7
Acinetobacter_baumannii_AB_1595_8.mat,1559,861,459,292,70,88,7
Acinetobacter_baumannii_AB_1649_8.mat,1567,862,459,292,71,88,7
Acinetobacter_baumannii_AB_1650_8.mat,1570,861,458,292,71,88,7
Acinetobacter_baumannii_AB_1766_8.mat,1552,859,458,292,69,88,7
Acinetobacter_baumannii_AB1H8.mat,1555,864,459,295,70,88,7
Acinetobacter_baumannii_AB_2007_09_110_01_7.mat,1536,836,443,278,66,94,7
Acinetobacter_baumannii_AB_2007_16_25_01_7.mat,1566,863,461,292,72,88,7
Acinetobacter_baumannii_AB_2007_16_27_01.mat,1566,863,461,292,72,88,7
Acinetobacter_baumannii_AB_2008_15_34_7.mat,1572,875,470,295,70,88,7
Acinetobacter_baumannii_AB_2008_15_45.mat,1561,862,459,292,71,88,7
Acinetobacter_baumannii_AB_2008_15_52.mat,1568,858,456,291,73,88,7
Acinetobacter_baumannii_AB_2008_15_69.mat,1583,878,473,295,70,88,7
Acinetobacter_baumannii_AB_2008_15_70.mat,1552,860,457,294,69,88,7
Acinetobacter_baumannii_AB_2008_15_71.mat,1569,859,457,291,73,88,7
Acinetobacter_baumannii_AB_2008_23_01_01_7.mat,1568,864,460,294,72,88,7
Acinetobacter_baumannii_AB_2008_23_07_01_7.mat,1555,864,459,295,70,88,7
Acinetobacter_baumannii_AB_2009_04_01_7.mat,1554,860,456,294,72,88,7
Acinetobacter_baumannii_AB_2009_04_02_7.mat,1560,862,459,292,72,89,7
Acinetobacter_baumannii_AB210.mat,1551,862,456,297,69,88,7
Acinetobacter_baumannii_AB307_0294.mat,1553,851,454,285,73,91,7
Acinetobacter_baumannii_AB31.mat,1503,847,443,309,73,70,7
Acinetobacter_baumannii_Ab33333.mat,1566,862,457,295,72,88,7
Acinetobacter_baumannii_AB405E4.mat,1550,865,456,291,72,96,7
Acinetobacter_baumannii_Ab44444.mat,1542,852,459,286,68,85,7
Acinetobacter_baumannii_AB4A3.mat,1568,849,469,270,72,83,7
Acinetobacter_baumannii_AB_515_8.mat,1551,860,455,295,70,88,7
Acinetobacter_baumannii_AB5256.mat,1582,881,476,295,70,88,7
Acinetobacter_baumannii_AB5711.mat,1556,863,458,295,70,88,7
Acinetobacter_baumannii_AB900.mat,1567,864,456,289,70,98,7
Acinetobacter_baumannii_AB_908_12.mat,1555,864,459,295,70,88,7
Acinetobacter_baumannii_AB_908_13.mat,1565,863,463,288,73,89,7
Acinetobacter_baumannii_AB_909_01_7.mat,1552,843,451,285,70,85,7
Acinetobacter_baumannii_AB_909_02_7.mat,1570,858,461,285,73,89,7
Acinetobacter_baumannii_AB_909_05.mat,1552,859,458,291,70,88,7
Acinetobacter_baumannii_ABIsac_ColiR.mat,1545,856,459,295,70,80,7
Acinetobacter_baumannii_ABNIH11.mat,1538,855,466,277,73,89,7
Acinetobacter_baumannii_ABNIH14.mat,1551,860,455,295,70,88,7
Acinetobacter_baumannii_ABNIH15.mat,1551,860,455,295,70,88,7
Acinetobacter_baumannii_ABNIH16.mat,1562,870,465,295,70,88,7
Acinetobacter_baumannii_ABNIH18.mat,1547,858,455,295,68,88,7
Acinetobacter_baumannii_ABNIH19.mat,1557,851,451,288,73,89,7
Acinetobacter_baumannii_ABNIH1.mat,1544,859,457,292,70,88,7
Acinetobacter_baumannii_ABNIH22.mat,1563,871,466,295,70,88,7
Acinetobacter_baumannii_ABNIH23.mat,1552,860,455,295,70,88,7
Acinetobacter_baumannii_ABNIH25.mat,1551,860,455,295,70,88,7
Acinetobacter_baumannii_ABNIH26.mat,1562,871,466,295,70,88,7
Acinetobacter_baumannii_ABNIH3.mat,1557,865,459,295,71,88,7
Acinetobacter_baumannii_ABNIH4.mat,1547,855,453,292,70,88,7
Acinetobacter_baumannii_ABNIH5.mat,1553,862,457,295,70,88,7
Acinetobacter_baumannii_ABNIH6.mat,1555,849,449,288,73,89,7
Acinetobacter_baumannii_AB_TG19617.mat,1550,853,459,286,69,85,7
Acinetobacter_baumannii_AB_TG2018.mat,1568,858,457,291,72,88,7
Acinetobacter_baumannii_AB_TG2022.mat,1560,868,466,292,70,88,7
Acinetobacter_baumannii_AB_TG2023.mat,1560,868,466,292,70,88,7
Acinetobacter_baumannii_AB_TG2026.mat,1565,871,466,295,70,88,7
Acinetobacter_baumannii_AB_TG2028.mat,1560,863,455,294,66,94,7
Acinetobacter_baumannii_AB_TG2030.mat,1562,861,453,294,66,94,7
Acinetobacter_baumannii_AB_TG2031.mat,1563,862,454,294,66,94,7
Acinetobacter_baumannii_AB_TG27335.mat,1558,861,459,292,70,88,7
Acinetobacter_baumannii_AB_TG27339.mat,1573,860,458,292,72,88,7
Acinetobacter_baumannii_AB_TG27343.mat,1560,859,460,289,70,88,7
Acinetobacter_baumannii_AC12.mat,1559,861,458,292,71,88,7
Acinetobacter_baumannii_AC30.mat,1557,864,458,295,71,88,7
Acinetobacter_baumannii_ACICU.mat,1566,862,458,292,72,90,7
Acinetobacter_baumannii_ANC_4097.mat,1569,861,463,288,71,87,7
Acinetobacter_baumannii_ATCC_17978.mat,1484,850,452,303,73,70,7
Acinetobacter_baumannii_ATCC_19606.mat,1570,861,458,292,71,88,7
Acinetobacter_baumannii_AYE.mat,1560,857,452,288,75,94,7
Acinetobacter_baumannii_BZICU_2.mat,1571,859,457,292,72,88,7
Acinetobacter_baumannii_Canada_BC1.mat,1556,850,450,288,73,89,7
Acinetobacter_baumannii_Canada_BC_5.mat,1559,847,450,285,73,89,7
Acinetobacter_baumannii_IS_116.mat,1562,861,457,294,72,88,7
Acinetobacter_baumannii_IS_123.mat,1547,861,457,295,70,85,7
Acinetobacter_baumannii_IS_143.mat,1553,863,457,295,72,89,7
Acinetobacter_baumannii_IS_235.mat,1558,852,453,288,72,89,7
Acinetobacter_baumannii_IS_251.mat,1561,849,453,285,72,89,7
Acinetobacter_baumannii_IS_58.mat,1561,849,453,285,72,89,7
Acinetobacter_baumannii_LAC_4.mat,1502,854,456,306,71,62,7
Acinetobacter_baumannii_MDR_TJ.mat,1562,873,468,295,70,88,7
Acinetobacter_baumannii_MDR_ZJ06.mat,1547,856,449,295,72,90,7
Acinetobacter_baumannii_MSP4_16.mat,1566,863,460,292,71,88,7
Acinetobacter_baumannii_Naval_113.mat,1555,864,459,295,70,88,7
Acinetobacter_baumannii_Naval_13.mat,1566,864,465,291,68,86,7
Acinetobacter_baumannii_Naval_17.mat,1567,870,468,292,70,88,7
Acinetobacter_baumannii_Naval_18.mat,1604,896,489,295,72,88,7
Acinetobacter_baumannii_Naval_21.mat,1551,845,445,288,73,89,7
Acinetobacter_baumannii_Naval_2.mat,1555,863,458,295,70,88,7
Acinetobacter_baumannii_Naval_57.mat,1561,860,460,289,71,88,7
Acinetobacter_baumannii_Naval_72.mat,1559,853,451,292,72,88,7
Acinetobacter_baumannii_Naval_78.mat,1553,862,457,295,70,88,7
Acinetobacter_baumannii_Naval_81.mat,1556,863,454,291,70,96,7
Acinetobacter_baumannii_Naval_82.mat,1539,833,437,287,69,86,7
Acinetobacter_baumannii_Naval_83.mat,1562,849,452,285,73,89,7
Acinetobacter_baumannii_NIPH_1362.mat,1554,862,459,295,68,86,7
Acinetobacter_baumannii_NIPH_146.mat,1581,880,475,295,70,88,7
Acinetobacter_baumannii_NIPH_1669.mat,1566,865,461,294,70,88,7
Acinetobacter_baumannii_NIPH_1734.mat,1581,869,467,292,70,88,7
Acinetobacter_baumannii_NIPH_190.mat,1550,819,446,265,68,81,7
Acinetobacter_baumannii_NIPH_201.mat,1562,856,457,291,70,86,7
Acinetobacter_baumannii_NIPH_2061.mat,1555,863,458,295,70,88,7
Acinetobacter_baumannii_NIPH_24.mat,1555,864,459,295,70,88,7
Acinetobacter_baumannii_NIPH_290.mat,1547,844,444,288,73,89,7
Acinetobacter_baumannii_NIPH_329.mat,1577,867,462,294,71,88,7
Acinetobacter_baumannii_NIPH_335.mat,1570,870,467,290,68,93,7
Acinetobacter_baumannii_NIPH_410.mat,1561,856,454,292,70,88,7
Acinetobacter_baumannii_NIPH_527.mat,1558,851,453,288,71,87,7
Acinetobacter_baumannii_NIPH_528.mat,1571,874,469,295,70,88,7
Acinetobacter_baumannii_NIPH_601.mat,1558,854,448,295,71,88,7
Acinetobacter_baumannii_NIPH_60.mat,1556,846,443,292,71,88,7
Acinetobacter_baumannii_NIPH_615.mat,1570,838,466,265,70,80,7
Acinetobacter_baumannii_NIPH_67.mat,1579,880,467,295,72,96,7
Acinetobacter_baumannii_NIPH_70.mat,1552,847,449,289,69,86,7
Acinetobacter_baumannii_NIPH_80.mat,1564,852,464,270,72,91,7
Acinetobacter_baumannii_OIFC0162.mat,1573,863,457,295,71,88,7
Acinetobacter_baumannii_OIFC032.mat,1558,859,455,295,69,88,7
Acinetobacter_baumannii_OIFC035.mat,1569,865,456,298,71,88,7
Acinetobacter_baumannii_OIFC047.mat,1546,858,468,284,69,85,7
Acinetobacter_baumannii_OIFC065.mat,1566,860,456,294,72,88,7
Acinetobacter_baumannii_OIFC074.mat,1549,845,445,288,73,89,7
Acinetobacter_baumannii_OIFC087.mat,1561,867,464,292,71,88,7
Acinetobacter_baumannii_OIFC098.mat,1570,867,467,287,68,93,7
Acinetobacter_baumannii_OIFC099.mat,1565,867,461,295,71,88,7
Acinetobacter_baumannii_OIFC109.mat,1566,866,462,294,70,88,7
Acinetobacter_baumannii_OIFC110.mat,1571,859,457,291,74,89,7
Acinetobacter_baumannii_OIFC111.mat,1554,858,444,295,70,98,7
Acinetobacter_baumannii_OIFC137.mat,1565,866,465,291,70,88,7
Acinetobacter_baumannii_OIFC143.mat,1588,879,474,295,70,88,7
Acinetobacter_baumannii_OIFC180.mat,1564,873,468,295,70,88,7
Acinetobacter_baumannii_OIFC189.mat,1564,862,460,292,70,88,7
Acinetobacter_baumannii_OIFC338.mat,1569,866,460,295,73,88,7
Acinetobacter_baumannii_SDF.mat,1471,827,435,290,64,85,7
Acinetobacter_baumannii_TCDC_AB0715.mat,1561,867,459,295,73,90,7
Acinetobacter_baumannii_TYTH_1.mat,1543,855,456,289,70,90,7
Acinetobacter_baumannii_UMB001.mat,1567,878,473,295,72,88,7
Acinetobacter_baumannii_UMB003.mat,1582,881,476,295,70,88,7
Acinetobacter_baumannii_W7282.mat,1548,862,457,295,69,87,7
Acinetobacter_baumannii_WC_348.mat,1566,863,457,295,71,88,7
Acinetobacter_baumannii_WC_692.mat,1572,860,454,295,71,88,7
Acinetobacter_baumannii_WC_A_694.mat,1568,865,461,294,70,88,7
Acinetobacter_baumannii_WC_A_92.mat,1547,864,465,289,72,88,7
Acinetobacter_baumannii_WM99c.mat,1552,860,455,295,70,88,7
Acinetobacter_baumannii_ZWS1122.mat,1562,860,458,292,70,88,7
Acinetobacter_baumannii_ZWS1219.mat,1556,859,457,292,70,88,7
Acinetobacter_calcoaceticus_ANC_3680.mat,1930,1177,719,317,90,135,8
Acinetobacter_calcoaceticus_ANC_3811.mat,1888,1140,682,315,99,137,8
Acinetobacter_calcoaceticus_DSM_30006_CIP_81_8.mat,1498,854,449,310,71,68,7
Acinetobacter_calcoaceticus_NIPH_13.mat,1925,1169,712,318,87,137,8
Acinetobacter_calcoaceticus_PHEA_2.mat,1710,942,516,318,77,83,8
Acinetobacter_calcoaceticus_RUH2202.mat,1950,1197,736,313,92,141,8
Acinetobacter_calcoaceticus_subsp_anitratus_XM1570.mat,1996,1221,760,307,88,149,8
Acinetobacter_calcoaceticus_TG19585.mat,1968,1196,735,313,92,141,8
Acinetobacter_calcoaceticus_TG19588.mat,1938,1184,724,318,90,137,8
Acinetobacter_calcoaceticus_TG19593.mat,1966,1200,740,307,92,146,8
Acinetobacter_guillouiae_CIP_63_46.mat,1388,820,412,324,71,56,7
Acinetobacter_guillouiae_KCTC_23200.mat,1366,816,405,327,71,56,7
Acinetobacter_guillouiae_MSP4_18.mat,1369,819,408,327,71,56,7
Acinetobacter_guillouiae_NIPH_991.mat,1433,854,427,343,123,56,7
Acinetobacter_haemolyticus_ATCC_19194.mat,1773,1112,719,258,75,137,8
Acinetobacter_haemolyticus_CIP_64_3.mat,1774,1119,742,255,70,127,8
Acinetobacter_haemolyticus_NIPH_261.mat,1524,847,474,266,61,94,8
Acinetobacter_haemolyticus_TG19599.mat,1717,1081,729,263,64,94,8
Acinetobacter_haemolyticus_TG21157.mat,1767,1114,733,266,73,118,8
Acinetobacter_johnsonii_ANC_3681.mat,1732,1086,675,273,89,126,8
Acinetobacter_johnsonii_CIP_64_6.mat,1748,1106,697,272,87,126,8
Acinetobacter_johnsonii_SH046.mat,1541,897,475,291,78,111,8
Acinetobacter_junii_CIP_107470.mat,1711,1032,642,265,78,116,8
Acinetobacter_junii_CIP_64_5.mat,1729,1050,638,296,78,120,8
Acinetobacter_junii_NIPH_182.mat,1744,1068,647,296,79,132,8
Acinetobacter_junii_SH205.mat,1436,835,450,271,71,109,7
Acinetobacter_lwoffii_CIP_70_31.mat,1778,1115,692,304,88,128,8
Acinetobacter_lwoffii_ERR2221242.mat,1350,785,413,290,64,70,7
Acinetobacter_lwoffii_NCTC_5866.mat,1736,1088,662,305,91,132,8
Acinetobacter_lwoffii_NIPH_478.mat,1745,1106,679,307,88,129,8
Acinetobacter_lwoffii_NIPH_715.mat,1777,1106,674,313,91,132,8
Acinetobacter_lwoffii_SH145.mat,1786,1122,691,304,86,140,8
Acinetobacter_lwoffii_TG19636.mat,1766,1115,692,304,88,128,8
Acinetobacter_lwoffii_WJ10621.mat,1492,843,412,318,70,93,8
Acinetobacter_nosocomialis_NIPH_2119.mat,1496,831,440,302,71,64,7
Acinetobacter_nosocomialis_WC_487.mat,1539,823,445,257,75,92,7
Acinetobacter_pittii_ANC_3678.mat,1964,1194,736,309,89,146,8
Acinetobacter_pittii_ANC_4050.mat,1944,1184,736,304,89,135,8
Acinetobacter_pittii_ANC_4052.mat,1730,944,478,338,134,104,8
Acinetobacter_pittii_AP_882.mat,1498,845,448,303,73,69,7
Acinetobacter_pittii_CIP_70_29.mat,2000,1225,760,313,89,150,8
Acinetobacter_pittii_D499.mat,2022,1241,773,311,92,152,8
Acinetobacter_pittii_IEC338SC.mat,1508,847,461,293,73,68,7
Acinetobacter_pittii_TG6411.mat,1983,1204,740,305,90,152,8
Acinetobacter_pittii_WC_136.mat,1578,853,449,280,75,100,7
Acinetobacter_radioresistens_DSM_6976.mat,1767,1114,729,251,81,125,8
Acinetobacter_radioresistens_NIPH_2130.mat,1516,876,501,268,65,93,8
Acinetobacter_radioresistens_SH164.mat,1721,1079,720,244,75,102,8
Acinetobacter_radioresistens_SK82.mat,1725,1084,714,251,75,110,8
Acinetobacter_radioresistens_TG02010.mat,1726,1085,708,244,81,122,8
Acinetobacter_radioresistens_WC_A_157.mat,1777,1146,755,257,81,127,8
Acinetobacter_sp_ATCC_27244.mat,1314,757,436,243,52,63,7
Acinetobacter_sp_OIFC021.mat,1550,857,445,294,73,95,7
Acinetobacter_sp_RUH2624.mat,1485,826,435,302,71,64,7
Acinetobacter_sp_SH024.mat,1461,864,484,298,67,52,7
Acinetobacter_sp_WC_141.mat,1547,838,439,281,73,95,7
Acinetobacter_sp_WC_323.mat,1538,857,460,280,77,94,7
Actinobacillus_pleuropneumoniae_L20.mat,1503,786,399,293,43,86,7
Actinobacillus_pleuropneumoniae_S8.mat,1744,1017,605,300,56,122,8
Actinobacillus_pleuropneumoniae_serovar_10_str_D13039.mat,1792,1053,646,292,58,124,8
Actinobacillus_pleuropneumoniae_serovar_11_str_56153.mat,1805,1064,653,295,58,125,8
Actinobacillus_pleuropneumoniae_serovar_12_str_1096.mat,1746,1033,609,311,58,123,8
Actinobacillus_pleuropneumoniae_serovar_13_str_N273.mat,1754,1022,607,300,56,125,8
Actinobacillus_pleuropneumoniae_serovar_1_str_4074.mat,1800,1058,649,295,56,125,8
Actinobacillus_pleuropneumoniae_serovar_2_str_4226.mat,1754,1027,612,301,56,121,8
Actinobacillus_pleuropneumoniae_serovar_2_str_S1536.mat,1675,998,590,315,59,99,8
Actinobacillus_pleuropneumoniae_serovar_3_str_JL03.mat,1753,1025,608,299,58,128,8
Actinobacillus_pleuropneumoniae_serovar_4_str_M62.mat,1747,1016,614,299,54,113,8
Actinobacillus_pleuropneumoniae_serovar_6_str_Femo.mat,1762,1045,620,306,58,129,8
Actinobacillus_pleuropneumoniae_serovar_7_str_AP76.mat,1744,1016,604,300,56,122,8
Actinobacillus_pleuropneumoniae_serovar_9_str_CVJ13261.mat,1799,1060,652,292,58,125,8
Actinomyces_bowdenii_OH5050.mat,1064,629,312,260,30,46,6
Actinomyces_cardiffensis_F0333.mat,1040,639,333,225,30,74,7
Actinomyces_europaeus_ACS_120_V_Col10b.mat,944,527,294,178,28,44,6
Actinomyces_europaeus_UMB0652_ERR1203664_17957_1_76_1.mat,933,542,293,198,26,42,6
Actinomyces_georgiae_DSM_6843.mat,1035,604,328,230,27,40,7
Actinomyces_gerencseriae_DSM_6844.mat,1080,645,318,268,36,46,5
Actinomyces_graevenitzii_C83.mat,983,627,360,192,24,74,7
Actinomyces_hongkongensis_HKU8.mat,861,600,284,277,23,29,5
Actinomyces_ihuae_DSM_100538.mat,982,577,278,250,29,39,5
Actinomyces_israelii_DSM_43320.mat,1164,674,361,250,38,48,5
Actinomyces_johnsonii_F0510.mat,1059,622,349,219,27,44,5
Actinomyces_johnsonii_F0542.mat,1083,631,369,205,29,49,5
Actinomyces_massiliensis_4401292.mat,1069,616,335,227,30,47,6
Actinomyces_massiliensis_F0489.mat,1047,606,340,212,30,47,6
Actinomyces_meyeri_DSM_20733.mat,874,601,261,294,27,38,5
Actinomyces_naeslundii_ERR2221356.mat,1086,624,298,265,34,50,6
Actinomyces_naeslundii_str_Howell_279.mat,1184,705,397,210,33,95,8
Actinomyces_odontolyticus_ATCC_17982.mat,839,528,328,142,26,56,6
Actinomyces_odontolyticus_F0309.mat,1282,820,508,219,42,100,7
Actinomyces_oris_K20.mat,1054,675,418,205,20,50,8
Actinomyces_oris_T14V.mat,1041,599,313,229,30,50,6
Actinomyces_polynesiensis_DSM_27066.mat,897,491,298,146,26,42,7
Actinomyces_sp_HPA0247.mat,923,575,305,220,26,39,5
Actinomyces_sp_ICM39.mat,923,583,308,225,26,39,5
Actinomyces_sp_ICM47.mat,910,573,305,218,26,39,5
Actinomyces_sp_ph3.mat,805,743,322,399,18,23,5
Actinomyces_timonensis_DSM_23838.mat,1064,609,343,209,28,48,6
Actinomyces_turicensis_ACS_279_V_Col4.mat,1020,674,349,247,28,73,7
Actinomyces_urogenitalis_DSM_15434.mat,1166,675,368,228,27,75,8
Actinomyces_urogenitalis_S6_C4.mat,1074,639,339,250,26,43,6
Actinomyces_viscosus_C505.mat,1199,687,380,218,29,86,8
Acutalibacter_muris_KB18.mat,908,596,312,261,16,22,4
Adlercreutzia_equolifaciens_DSM_19450.mat,889,575,339,198,21,41,5
Adlercreutzia_equolifaciens_ERR2221192.mat,869,560,307,216,19,41,5
Adlercreutzia_muris_DSM_29508.mat,882,595,308,254,17,35,5
Advenella_mimigardefordensis_DPN7.mat,1405,841,495,292,52,44,7
Aerococcus_christensenii_CCUG28831.mat,775,509,300,186,16,22,5
Aerococcus_viridans_ATCC_11563.mat,1172,727,429,232,23,75,8
Aerococcus_viridans_LL1.mat,1321,845,550,210,31,93,8
Aeromicrobium_massiliense_JC14.mat,2066,646,363,218,37,52,6
Aeromonas_caviae_Ae398.mat,1735,890,448,296,67,118,8
Aeromonas_caviae_FDAARGOS_72.mat,1479,764,392,295,51,62,6
Aeromonas_caviae_FDAARGOS_75.mat,1481,770,398,295,51,62,6
Aeromonas_dhakensis_173.mat,2075,1180,717,292,89,161,7
Aeromonas_dhakensis_277.mat,2116,1188,726,292,87,160,7
Aeromonas_dhakensis_SSU.mat,2094,1186,740,286,79,144,7
Aeromonas_hydrophila_116.mat,1613,823,398,313,57,87,6
Aeromonas_hydrophila_14.mat,2021,1181,732,303,78,137,7
Aeromonas_hydrophila_187.mat,2031,1193,748,304,73,131,8
Aeromonas_hydrophila_259.mat,2036,1199,744,307,79,140,7
Aeromonas_hydrophila_AH10.mat,1541,798,373,329,51,79,6
Aeromonas_hydrophila_ML09_119.mat,2095,1217,752,295,87,158,7
Aeromonas_hydrophila_RB_AH.mat,1571,819,398,325,51,79,6
Aeromonas_hydrophila_SNUFPC_A8.mat,2065,1186,727,297,81,145,7
Aeromonas_hydrophila_subsp_hydrophila_ATCC_7966.mat,1752,889,433,319,63,113,8
Aeromonas_jandaei_Riv2.mat,1634,830,443,305,46,69,7
Aeromonas_media_ARB13.mat,1483,791,426,294,48,50,6
Aeromonas_media_WS.mat,1761,913,480,296,62,112,7
Aeromonas_veronii_AER397.mat,1972,1146,730,285,71,119,7
Aeromonas_veronii_AER39.mat,1979,1167,755,286,68,119,7
Aeromonas_veronii_AMC34.mat,1984,1153,726,284,73,130,7
Aeromonas_veronii_AMC35.mat,1971,1147,730,288,71,119,7
Aeromonas_veronii_AVNIH1.mat,1458,785,413,294,46,63,6
Aeromonas_veronii_B565.mat,1718,832,443,259,66,101,8
Aeromonas_veronii_TH0426.mat,1477,804,423,297,49,66,6
Afipia_birgiae_34632.mat,1513,954,511,336,67,98,8
Aggregatibacter_aphrophilus_ATCC_33389.mat,1599,976,616,274,49,85,7
Aggregatibacter_aphrophilus_F0387.mat,1635,1002,627,268,48,111,7
Aggregatibacter_aphrophilus_NJ8700.mat,1409,762,400,275,35,81,7
Aggregatibacter_aphrophilus_W10433.mat,1265,710,390,267,38,40,6
Aggregatibacter_segnis_933_AAPH_107_59761_2565235.mat,1175,706,413,244,34,42,6
Aggregatibacter_segnis_ATCC_33393.mat,1206,704,411,244,34,42,6
Agrobacterium_fabrum_str_C58.mat,1606,934,532,307,119,73,7
Agrobacterium_tumefaciens_CCNWGS0286.mat,1702,883,474,289,83,93,7
Agrobacterium_tumefaciens_F2.mat,1781,918,487,286,80,119,8
Agrobacterium_tumefaciens_str_Cherry_2E_2_2.mat,1688,885,469,296,83,86,7
Akkermansia_muciniphila_ATCC_BAA_835.mat,1215,722,338,314,37,65,6
Akkermansia_muciniphila_YL44.mat,1214,649,314,284,28,54,5
Akkermansia_sp_KLE1797.mat,1057,657,364,254,28,37,5
Akkermansia_sp_KLE1798.mat,1056,656,363,254,28,37,5
Alcaligenes_faecalis_NBIB_017.mat,1432,823,431,309,54,72,6
Alcaligenes_faecalis_subsp_faecalis_NBRC_13111.mat,1620,914,499,329,105,76,8
Alcaligenes_faecalis_subsp_faecalis_NCIB_8687.mat,1599,873,466,284,72,98,8
Alcaligenes_faecalis_ZD02.mat,1419,810,425,309,50,69,6
Aliivibrio_fischeri_ES114.mat,1387,756,422,268,42,55,6
Aliivibrio_fischeri_MJ11.mat,1406,769,433,270,42,55,6
Aliivibrio_salmonicida_LFI1238.mat,1388,725,403,260,48,51,6
Alistipes_finegoldii_DSM_17242.mat,1253,675,353,262,33,60,7
Alistipes_ihumii_AP11.mat,1038,691,343,306,25,36,6
Alistipes_indistinctus_ERR2221377.mat,1183,822,358,422,25,38,5
Alistipes_indistinctus_YIT_12060.mat,1317,713,374,281,33,56,8
Alistipes_nov_ERR2221210.mat,902,610,349,231,15,33,6
Alistipes_nov_ERR2221392.mat,915,618,355,234,13,28,6
Alistipes_obesi_isolate_ph8.mat,976,643,360,251,21,31,6
Alistipes_onderdonkii_DSM_19147.mat,1189,742,397,292,31,52,8
Alistipes_onderdonkii_ERR1022348.mat,1015,636,374,223,21,38,6
Alistipes_onderdonkii_ERR1022461.mat,1005,631,369,225,19,38,6
Alistipes_onderdonkii_ERR1203947.mat,1057,615,355,223,19,38,5
Alistipes_onderdonkii_ERR1204041.mat,1060,614,354,223,19,38,5
Alistipes_onderdonkii_ERR2221102.mat,1014,635,371,225,21,38,6
Alistipes_onderdonkii_ERR2230089.mat,1017,638,374,225,21,38,6
Alistipes_onderdonkii_ERR2230093.mat,1017,638,374,225,21,38,6
Alistipes_provencensis_DSM_102308.mat,1020,597,337,226,23,31,5
Alistipes_putredinis_DSM_17216.mat,953,573,250,277,26,42,6
Alistipes_senegalensis_JC50.mat,2334,600,360,206,23,33,6
Alistipes_shahii_ERR2221103.mat,962,594,331,222,23,40,6
Alistipes_shahii_ERR2221307.mat,962,594,331,222,23,40,6
Alistipes_shahii_ERR2221376.mat,1033,589,327,221,23,40,5
Alistipes_shahii_WAL_8301.mat,2434,662,375,234,34,50,8
Alistipes_sp_AL_1.mat,1004,639,375,225,21,38,6
Alistipes_sp_cv1_ERR1022444.mat,1310,773,442,260,33,66,5
Alistipes_sp_HGB5.mat,1118,610,358,213,21,38,5
