reaction_id,flux
v1,100.0
v2,99.40179620658981
v3,99.600798801598
v4,99.20319121916405
a_out_dilution,0.1998001998001998
a_in_dilution,0.1994009986017978
b_in_dilution,0.19900259500818782
b_out_dilution,0.19860498742575386
a_out--a_in_leakage,0.39840359360999394
b_in--b_out_leakage,0.0
