reaction_id,category
MAR09580,Dead-End
MAR09581,Multiple
MAR09582,Multiple
MAR09583,Multiple
MAR09584,Multiple
MAR09585,Dead-End
MAR09586,Dead-End
MAR09587,Dead-End
MAR09588,Dead-End
MAR00014,Dilution
MAR05238,Dilution
MAR05239,Dilution
MAR05257,Dead-End
MAR00019,Loop
MAR00155,Loop
MAR00225,Loop
MAR00295,Duplicate
MAR00339,Duplicate
MAR00408,Loop
MAR00444,Loop
MAR00469,Duplicate
MAR00770,Loop
MAR01082,Loop
MAR01086,Loop
MAR01898,Multiple
MAR01899,Multiple
MAR01900,Multiple
MAR01901,Multiple
MAR01902,Multiple
MAR01903,Multiple
MAR01904,Multiple
MAR01905,Multiple
MAR01906,Multiple
MAR01907,Multiple
MAR01908,Multiple
MAR01909,Multiple
MAR01913,Duplicate
MAR01914,Multiple
MAR03916,Loop
MAR03951,Loop
MAR04321,Loop
MAR04433,Multiple
MAR04434,Multiple
MAR04435,Multiple
MAR04436,Loop
MAR04721,Multiple
MAR04844,Loop
MAR04845,Multiple
MAR04858,Loop
MAR04861,Loop
MAR04873,Loop
MAR04875,Loop
MAR04885,Loop
MAR04910,Multiple
MAR04912,Multiple
MAR04919,Loop
MAR04928,Loop
MAR04933,Multiple
MAR04934,Loop
MAR04938,Duplicate
MAR04939,Duplicate
MAR04946,Multiple
MAR04949,Loop
MAR04954,Loop
MAR04958,Loop
MAR04973,Loop
MAR04975,Loop
MAR04976,Loop
MAR04983,Multiple
MAR04989,Loop
MAR04992,Loop
MAR04995,Loop
MAR05003,Loop
MAR05007,Loop
MAR05008,Loop
MAR05013,Loop
MAR05018,Loop
MAR05021,Multiple
MAR05023,Loop
MAR05029,Loop
MAR05032,Loop
MAR05034,Loop
MAR05035,Loop
MAR05037,Loop
MAR05038,Multiple
MAR05039,Multiple
MAR05040,Multiple
MAR05041,Multiple
MAR05042,Loop
MAR05068,Loop
MAR05071,Loop
MAR05074,Loop
MAR05077,Loop
MAR05078,Loop
MAR05080,Loop
MAR05084,Loop
MAR05085,Loop
MAR05087,Loop
MAR05088,Loop
MAR05089,Loop
MAR05091,Loop
MAR05129,Multiple
MAR05237,Dilution
MAR05240,Dilution
MAR05295,Duplicate
MAR05305,Loop
MAR05307,Multiple
MAR05310,Multiple
MAR05313,Multiple
MAR05314,Loop
MAR05322,Multiple
MAR05328,Loop
MAR05330,Loop
MAR05335,Multiple
MAR05413,Loop
MAR05429,Duplicate
MAR05430,Loop
MAR05432,Multiple
MAR05433,Loop
MAR05435,Multiple
MAR05436,Multiple
MAR05437,Multiple
MAR05438,Multiple
MAR05440,Loop
MAR05441,Multiple
MAR05443,Dilution
MAR05444,Dilution
MAR05445,Dilution
MAR05448,Multiple
MAR05450,Multiple
MAR05454,Multiple
MAR05455,Multiple
MAR05457,Multiple
MAR05458,Loop
MAR05459,Loop
MAR05460,Loop
MAR05461,Loop
MAR05462,Loop
MAR05463,Loop
MAR05464,Loop
MAR05465,Loop
MAR05466,Loop
MAR05467,Loop
MAR05468,Loop
MAR05470,Loop
MAR05471,Multiple
MAR05472,Loop
MAR05473,Loop
MAR05475,Loop
MAR05476,Loop
MAR05477,Loop
MAR05478,Loop
MAR05479,Loop
MAR05480,Loop
MAR05481,Loop
MAR05482,Loop
MAR05484,Loop
MAR05485,Multiple
MAR05486,Loop
MAR05487,Loop
MAR05488,Loop
MAR05489,Loop
MAR05490,Loop
MAR05492,Loop
MAR05493,Loop
MAR05495,Loop
MAR05496,Loop
MAR05497,Loop
MAR05498,Multiple
MAR05499,Loop
MAR05500,Loop
MAR05501,Loop
MAR05502,Loop
MAR05503,Loop
MAR05504,Loop
MAR05505,Loop
MAR05506,Loop
MAR05507,Loop
MAR05508,Loop
MAR05509,Loop
MAR05510,Multiple
MAR05511,Loop
MAR05512,Loop
MAR05515,Loop
MAR05517,Loop
MAR05518,Loop
MAR05521,Multiple
MAR05522,Loop
MAR05523,Loop
MAR05524,Loop
MAR05525,Loop
MAR05526,Loop
MAR05527,Loop
MAR05528,Loop
MAR05529,Loop
MAR05530,Loop
MAR05531,Multiple
MAR05532,Loop
MAR05533,Loop
MAR05534,Loop
MAR05535,Loop
MAR05536,Loop
MAR05537,Loop
MAR05539,Loop
MAR05540,Multiple
MAR05541,Loop
MAR05542,Loop
MAR05543,Loop
MAR05544,Loop
MAR05545,Loop
MAR05546,Loop
MAR05547,Loop
MAR05548,Multiple
MAR05549,Loop
MAR05550,Loop
MAR05551,Loop
MAR05552,Loop
MAR05553,Loop
MAR05554,Loop
MAR05555,Multiple
MAR05556,Loop
MAR05557,Loop
MAR05558,Loop
MAR05559,Loop
MAR05560,Loop
MAR05561,Multiple
MAR05562,Loop
MAR05563,Loop
MAR05564,Loop
MAR05565,Loop
MAR05566,Multiple
MAR05567,Loop
MAR05568,Loop
MAR05569,Loop
MAR05570,Multiple
MAR05571,Loop
MAR05572,Loop
MAR05573,Multiple
MAR05574,Loop
MAR05575,Multiple
MAR05576,Loop
MAR05577,Multiple
MAR05578,Loop
MAR05579,Loop
MAR05581,Loop
MAR05582,Loop
MAR05583,Loop
MAR05584,Loop
MAR05585,Loop
MAR05586,Loop
MAR05587,Multiple
MAR05588,Multiple
MAR05589,Multiple
MAR05590,Multiple
MAR05591,Multiple
MAR05592,Multiple
MAR05593,Multiple
MAR05594,Multiple
MAR05595,Multiple
MAR05596,Multiple
MAR05597,Multiple
MAR05598,Multiple
MAR05599,Multiple
MAR05600,Multiple
MAR05601,Multiple
MAR05602,Multiple
MAR05603,Multiple
MAR05604,Multiple
MAR05605,Multiple
MAR05606,Multiple
MAR05607,Multiple
MAR05608,Multiple
MAR05609,Multiple
MAR05610,Multiple
MAR05611,Multiple
MAR05612,Multiple
MAR05613,Multiple
MAR05614,Multiple
MAR05615,Multiple
MAR05616,Multiple
MAR05617,Multiple
MAR05618,Multiple
MAR05619,Multiple
MAR05620,Multiple
MAR05621,Multiple
MAR05622,Multiple
MAR05623,Multiple
MAR05624,Multiple
MAR05625,Multiple
MAR05626,Multiple
MAR05627,Multiple
MAR05628,Multiple
MAR05629,Multiple
MAR05630,Multiple
MAR05631,Multiple
MAR05632,Multiple
MAR05633,Multiple
MAR05634,Multiple
MAR05635,Multiple
MAR05636,Multiple
MAR05637,Multiple
MAR05638,Multiple
MAR05639,Multiple
MAR05640,Multiple
MAR05641,Multiple
MAR05642,Multiple
MAR05643,Multiple
MAR05644,Multiple
MAR05645,Multiple
MAR05646,Multiple
MAR05647,Multiple
MAR05648,Multiple
MAR05649,Multiple
MAR05650,Multiple
MAR05651,Multiple
MAR05652,Multiple
MAR05653,Multiple
MAR05654,Multiple
MAR05655,Multiple
MAR05656,Multiple
MAR05657,Multiple
MAR05658,Multiple
MAR05659,Multiple
MAR05660,Multiple
MAR05661,Multiple
MAR05662,Multiple
MAR05663,Multiple
MAR05664,Multiple
MAR05665,Multiple
MAR05666,Multiple
MAR05667,Multiple
MAR05668,Multiple
MAR05669,Multiple
MAR05670,Multiple
MAR05671,Multiple
MAR05672,Multiple
MAR05673,Multiple
MAR05674,Multiple
MAR05675,Multiple
MAR05676,Multiple
MAR05677,Multiple
MAR05678,Multiple
MAR05679,Multiple
MAR05680,Multiple
MAR05681,Multiple
MAR05682,Multiple
MAR05683,Multiple
MAR05684,Multiple
MAR05685,Multiple
MAR05686,Multiple
MAR05687,Multiple
MAR05688,Multiple
MAR05689,Multiple
MAR05690,Multiple
MAR05691,Multiple
MAR05692,Multiple
MAR05693,Multiple
MAR05694,Multiple
MAR05695,Multiple
MAR05696,Multiple
MAR05697,Multiple
MAR05698,Multiple
MAR05699,Multiple
MAR05700,Multiple
MAR05701,Multiple
MAR05702,Multiple
MAR05703,Multiple
MAR05704,Multiple
MAR05705,Multiple
MAR05706,Multiple
MAR05707,Multiple
MAR05708,Multiple
MAR05709,Multiple
MAR05710,Multiple
MAR05711,Multiple
MAR05712,Multiple
MAR05713,Multiple
MAR05714,Multiple
MAR05715,Multiple
MAR05716,Multiple
MAR05717,Multiple
MAR05718,Multiple
MAR05719,Multiple
MAR05720,Multiple
MAR05721,Multiple
MAR05722,Multiple
MAR05723,Multiple
MAR05724,Multiple
MAR05725,Multiple
MAR05726,Multiple
MAR05727,Multiple
MAR05728,Multiple
MAR05729,Multiple
MAR05730,Multiple
MAR05731,Multiple
MAR05732,Multiple
MAR05733,Multiple
MAR05734,Multiple
MAR05735,Multiple
MAR05736,Multiple
MAR05737,Multiple
MAR05738,Multiple
MAR05739,Multiple
MAR05740,Multiple
MAR05741,Multiple
MAR05742,Multiple
MAR05743,Multiple
MAR05744,Multiple
MAR05745,Multiple
MAR05746,Multiple
MAR05747,Multiple
MAR05748,Multiple
MAR05749,Multiple
MAR05750,Multiple
MAR05751,Multiple
MAR05752,Multiple
MAR05753,Multiple
MAR05754,Multiple
MAR05755,Multiple
MAR05756,Multiple
MAR05757,Multiple
MAR05758,Multiple
MAR05759,Multiple
MAR05760,Multiple
MAR05761,Multiple
MAR05762,Multiple
MAR05763,Multiple
MAR05764,Multiple
MAR05765,Multiple
MAR05766,Multiple
MAR05767,Multiple
MAR05768,Multiple
MAR05769,Multiple
MAR05770,Multiple
MAR05771,Multiple
MAR05772,Multiple
MAR05773,Multiple
MAR05774,Multiple
MAR05775,Multiple
MAR05776,Multiple
MAR05777,Multiple
MAR05778,Multiple
MAR05779,Multiple
MAR05780,Multiple
MAR05781,Multiple
MAR05782,Multiple
MAR05783,Multiple
MAR05784,Multiple
MAR05785,Multiple
MAR05786,Multiple
MAR05787,Multiple
MAR05788,Multiple
MAR05789,Multiple
MAR05790,Multiple
MAR05791,Multiple
MAR05792,Multiple
MAR05793,Multiple
MAR05794,Multiple
MAR05795,Multiple
MAR05796,Multiple
MAR05797,Multiple
MAR05798,Multiple
MAR05799,Multiple
MAR05800,Multiple
MAR05801,Multiple
MAR05802,Multiple
MAR05803,Multiple
MAR05804,Multiple
MAR05805,Multiple
MAR05806,Multiple
MAR05807,Multiple
MAR05808,Multiple
MAR05809,Multiple
MAR05810,Multiple
MAR05811,Multiple
MAR05812,Multiple
MAR05813,Multiple
MAR05814,Multiple
MAR05815,Multiple
MAR05816,Multiple
MAR05817,Multiple
MAR05818,Multiple
MAR05819,Multiple
MAR05820,Multiple
MAR05821,Multiple
MAR05822,Multiple
MAR05823,Multiple
MAR05824,Multiple
MAR05825,Multiple
MAR05826,Multiple
MAR05829,Loop
MAR05833,Loop
MAR05835,Loop
MAR05838,Loop
MAR05839,Loop
MAR05846,Loop
MAR05847,Loop
MAR05852,Loop
MAR05858,Loop
MAR05860,Loop
MAR05862,Loop
MAR05864,Loop
MAR05868,Loop
MAR05871,Loop
MAR05872,Loop
MAR05875,Loop
MAR05877,Loop
MAR05881,Loop
MAR05882,Loop
MAR05887,Loop
MAR05889,Loop
MAR05891,Loop
MAR05892,Loop
MAR05893,Loop
MAR05896,Loop
MAR05897,Multiple
MAR05898,Multiple
MAR05899,Multiple
MAR05900,Multiple
MAR05901,Multiple
MAR05902,Loop
MAR05903,Loop
MAR05904,Loop
MAR05906,Loop
MAR05907,Loop
MAR05909,Loop
MAR05910,Loop
MAR05911,Loop
MAR05913,Loop
MAR05914,Loop
MAR05915,Loop
MAR05916,Loop
MAR05917,Loop
MAR05918,Loop
MAR05919,Loop
MAR05920,Loop
MAR05921,Multiple
MAR05922,Loop
MAR05924,Loop
MAR05926,Loop
MAR05928,Loop
MAR05931,Loop
MAR05932,Loop
MAR05935,Loop
MAR05937,Multiple
MAR05938,Loop
MAR05941,Loop
MAR05946,Loop
MAR05951,Loop
MAR05953,Multiple
MAR05956,Loop
MAR05957,Loop
MAR05958,Loop
MAR05959,Loop
MAR05962,Loop
MAR05965,Loop
MAR05969,Multiple
MAR05971,Loop
MAR05972,Loop
MAR05973,Loop
MAR05975,Loop
MAR05976,Loop
MAR05978,Loop
MAR05979,Loop
MAR05983,Loop
MAR05984,Loop
MAR05985,Multiple
MAR05987,Loop
MAR05989,Multiple
MAR05990,Loop
MAR05992,Multiple
MAR05994,Duplicate
MAR05995,Duplicate
MAR05996,Duplicate
MAR05997,Duplicate
MAR05998,Loop
MAR06000,Loop
MAR06003,Loop
MAR06004,Loop
MAR06005,Loop
MAR06006,Loop
MAR06007,Loop
MAR06008,Loop
MAR06009,Loop
MAR06010,Loop
MAR06011,Loop
MAR06012,Loop
MAR06013,Loop
MAR06014,Loop
MAR06015,Loop
MAR06016,Loop
MAR06017,Loop
MAR06018,Loop
MAR06019,Loop
MAR06020,Loop
MAR06021,Loop
MAR06022,Loop
MAR06024,Loop
MAR06025,Loop
MAR06026,Loop
MAR06027,Loop
MAR06029,Loop
MAR06030,Loop
MAR06031,Loop
MAR06032,Loop
MAR06033,Loop
MAR06034,Loop
MAR06035,Loop
MAR06036,Loop
MAR06037,Loop
MAR06038,Loop
MAR06039,Loop
MAR06040,Loop
MAR06041,Loop
MAR06042,Loop
MAR06043,Loop
MAR06044,Loop
MAR06045,Loop
MAR06046,Loop
MAR06047,Loop
MAR06048,Loop
MAR06049,Loop
MAR06050,Loop
MAR06051,Loop
MAR06052,Loop
MAR06053,Loop
MAR06054,Loop
MAR06055,Multiple
MAR06056,Multiple
MAR06057,Multiple
MAR06058,Loop
MAR06059,Multiple
MAR06060,Multiple
MAR06061,Multiple
MAR06062,Multiple
MAR06063,Multiple
MAR06064,Multiple
MAR06065,Multiple
MAR06066,Multiple
MAR06067,Multiple
MAR06068,Multiple
MAR06069,Multiple
MAR06070,Multiple
MAR06071,Multiple
MAR06072,Multiple
MAR06073,Multiple
MAR06074,Multiple
MAR06075,Multiple
MAR06076,Multiple
MAR06077,Multiple
MAR06078,Multiple
MAR06079,Multiple
MAR06080,Multiple
MAR06081,Multiple
MAR06082,Multiple
MAR06083,Multiple
MAR06084,Multiple
MAR06085,Multiple
MAR06086,Multiple
MAR06087,Multiple
MAR06088,Multiple
MAR06089,Multiple
MAR06090,Multiple
MAR06091,Multiple
MAR06092,Multiple
MAR06093,Multiple
MAR06094,Multiple
MAR06095,Loop
MAR06096,Multiple
MAR06097,Multiple
MAR06098,Multiple
MAR06099,Multiple
MAR06100,Multiple
MAR06101,Loop
MAR06102,Loop
MAR06103,Loop
MAR06104,Loop
MAR06106,Loop
MAR06107,Loop
MAR06108,Multiple
MAR06109,Multiple
MAR06110,Multiple
MAR06111,Multiple
MAR06112,Multiple
MAR06113,Multiple
MAR06114,Multiple
MAR06115,Multiple
MAR06116,Multiple
MAR06117,Multiple
MAR06118,Multiple
MAR06119,Multiple
MAR06120,Multiple
MAR06121,Multiple
MAR06122,Multiple
MAR06123,Multiple
MAR06124,Multiple
MAR06125,Multiple
MAR06126,Multiple
MAR06127,Multiple
MAR06128,Multiple
MAR06129,Loop
MAR06130,Multiple
MAR06131,Multiple
MAR06132,Multiple
MAR06133,Multiple
MAR06134,Multiple
MAR06135,Multiple
MAR06136,Multiple
MAR06137,Multiple
MAR06138,Multiple
MAR06139,Multiple
MAR06140,Multiple
MAR06141,Multiple
MAR06142,Multiple
MAR06143,Multiple
MAR06144,Multiple
MAR06145,Multiple
MAR06146,Multiple
MAR06147,Multiple
MAR06148,Multiple
MAR06149,Multiple
MAR06150,Multiple
MAR06151,Multiple
MAR06152,Multiple
MAR06153,Multiple
MAR06154,Multiple
MAR06155,Multiple
MAR06156,Multiple
MAR06157,Multiple
MAR06158,Multiple
MAR06159,Multiple
MAR06160,Multiple
MAR06161,Multiple
MAR06162,Multiple
MAR06163,Multiple
MAR06164,Multiple
MAR06165,Multiple
MAR06166,Multiple
MAR06167,Multiple
MAR06168,Multiple
MAR06169,Multiple
MAR06170,Multiple
MAR06171,Multiple
MAR06172,Multiple
MAR06173,Multiple
MAR06174,Multiple
MAR06175,Multiple
MAR06176,Multiple
MAR06177,Multiple
MAR06178,Multiple
MAR06179,Multiple
MAR06180,Multiple
MAR06181,Multiple
MAR06182,Multiple
MAR06183,Multiple
MAR06184,Multiple
MAR06185,Multiple
MAR06186,Multiple
MAR06187,Multiple
MAR06188,Multiple
MAR06189,Multiple
MAR06190,Multiple
MAR06191,Multiple
MAR06192,Multiple
MAR06193,Multiple
MAR06194,Multiple
MAR06195,Multiple
MAR06196,Multiple
MAR06197,Multiple
MAR06198,Multiple
MAR06199,Multiple
MAR06200,Multiple
MAR06201,Multiple
MAR06202,Multiple
MAR06203,Multiple
MAR06204,Multiple
MAR06205,Multiple
MAR06206,Multiple
MAR06207,Multiple
MAR06208,Multiple
MAR06209,Multiple
MAR06210,Multiple
MAR06211,Multiple
MAR06212,Multiple
MAR06213,Multiple
MAR06214,Loop
MAR06215,Loop
MAR06216,Loop
MAR06217,Loop
MAR06218,Loop
MAR06219,Loop
MAR06220,Loop
MAR06221,Loop
MAR06222,Loop
MAR06223,Loop
MAR06224,Loop
MAR06225,Loop
MAR06226,Loop
MAR06227,Loop
MAR06228,Loop
MAR06229,Loop
MAR06230,Multiple
MAR06231,Loop
MAR06232,Multiple
MAR06233,Loop
MAR06234,Loop
MAR06235,Loop
MAR06236,Loop
MAR06237,Multiple
MAR06238,Loop
MAR06239,Loop
MAR06240,Loop
MAR06241,Loop
MAR06242,Multiple
MAR06243,Loop
MAR06245,Loop
MAR06246,Loop
MAR06247,Loop
MAR06248,Loop
MAR06249,Loop
MAR06250,Loop
MAR06251,Loop
MAR06252,Loop
MAR06253,Loop
MAR06254,Loop
MAR06255,Loop
MAR06256,Loop
MAR06257,Multiple
MAR06258,Loop
MAR06259,Loop
MAR06260,Loop
MAR06261,Loop
MAR06262,Loop
MAR06263,Loop
MAR06264,Loop
MAR06265,Multiple
MAR06266,Loop
MAR06267,Multiple
MAR06269,Loop
MAR06270,Loop
MAR06271,Multiple
MAR06272,Loop
MAR06273,Loop
MAR06274,Loop
MAR06275,Multiple
MAR06351,Multiple
MAR06352,Multiple
MAR06353,Multiple
MAR06354,Multiple
MAR06355,Multiple
MAR06356,Multiple
MAR06357,Multiple
MAR06358,Multiple
MAR06359,Multiple
MAR06360,Multiple
MAR06361,Multiple
MAR06362,Multiple
MAR06363,Multiple
MAR06364,Multiple
MAR06365,Multiple
MAR06366,Loop
MAR06367,Loop
MAR06368,Loop
MAR06369,Loop
MAR06370,Multiple
MAR06373,Loop
MAR06374,Loop
MAR06379,Multiple
MAR06380,Multiple
MAR06381,Multiple
MAR06382,Multiple
MAR06383,Multiple
MAR06384,Multiple
MAR06392,Dilution
MAR06406,Multiple
MAR06524,Loop
MAR06525,Multiple
MAR06527,Loop
MAR06529,Multiple
MAR06530,Loop
MAR06532,Multiple
MAR06534,Multiple
MAR06732,Loop
MAR06733,Multiple
MAR06989,Multiple
MAR06991,Multiple
MAR07109,Dilution
MAR07115,Dilution
MAR07117,Dilution
MAR07119,Dilution
MAR07123,Dilution
MAR07125,Dilution
MAR07127,Dilution
MAR07630,Loop
MAR07631,Loop
MAR07633,Duplicate
MAR07634,Duplicate
MAR07635,Duplicate
MAR07636,Duplicate
MAR07637,Duplicate
MAR07639,Multiple
MAR07643,Loop
MAR07644,Loop
MAR07645,Loop
MAR07650,Duplicate
MAR07666,Multiple
MAR07667,Duplicate
MAR07681,Duplicate
MAR07682,Multiple
MAR07683,Loop
MAR07684,Loop
MAR07685,Loop
MAR07686,Loop
MAR07699,Multiple
MAR07700,Multiple
MAR07734,Loop
MAR07736,Duplicate
MAR07737,Duplicate
MAR07738,Duplicate
MAR07739,Multiple
MAR07901,Dead-End
MAR07902,Loop
MAR07903,Multiple
MAR07904,Duplicate
MAR07977,Loop
MAR08023,Loop
MAR08075,Loop
MAR08076,Multiple
MAR08077,Multiple
MAR08081,Loop
MAR08354,Loop
MAR08408,Loop
MAR08429,Loop
MAR08515,Loop
MAR08551,Loop
MAR08612,Dilution
MAR08618,Multiple
MAR08635,Loop
MAR08656,Dead-End
MAR08659,Loop
MAR08670,Multiple
MAR08671,Multiple
MAR08676,Loop
MAR08677,Loop
MAR08721,Loop
MAR08730,Duplicate
MAR08732,Duplicate
MAR08733,Multiple
MAR08734,Multiple
MAR08735,Multiple
MAR08736,Loop
MAR08846,Dilution
MAR08847,Loop
MAR08853,Loop
MAR08861,Loop
MAR08872,Loop
MAR08876,Multiple
MAR08877,Multiple
MAR08879,Loop
MAR08884,Multiple
MAR08889,Loop
MAR08911,Multiple
MAR08912,Multiple
MAR08917,Loop
MAR08922,Duplicate
MAR08923,Dilution
MAR08924,Multiple
MAR08925,Loop
MAR08929,Multiple
MAR08930,Duplicate
MAR08932,Loop
MAR08936,Loop
MAR08937,Loop
MAR08938,Multiple
MAR09178,Dilution
MAR09180,Multiple
MAR09190,Loop
MAR09191,Multiple
MAR09195,Loop
MAR09196,Dead-End
MAR09197,Loop
MAR09198,Loop
MAR09590,Loop
MAR09591,Multiple
MAR09592,Multiple
MAR09593,Loop
MAR09594,Multiple
MAR09595,Multiple
MAR09597,Multiple
MAR09598,Multiple
MAR09599,Multiple
MAR09600,Multiple
MAR09601,Duplicate
MAR09602,Duplicate
MAR09603,Multiple
MAR09604,Multiple
MAR09605,Multiple
MAR09606,Loop
MAR09607,Multiple
MAR09608,Dilution
MAR09610,Duplicate
MAR09612,Loop
MAR09613,Multiple
MAR09614,Multiple
MAR09615,Multiple
MAR09616,Multiple
MAR09617,Multiple
MAR09619,Loop
MAR09621,Multiple
MAR09622,Loop
MAR09623,Loop
MAR09624,Loop
MAR09637,Dilution
MAR09639,Loop
MAR09640,Loop
MAR09649,Loop
MAR09650,Loop
MAR09652,Loop
MAR09660,Loop
MAR09661,Loop
MAR09662,Loop
MAR09737,Loop
MAR08428,Loop
MAR08430,Loop
MAR08022,Loop
MAR08070,Loop
MAR09015,Loop
MAR00157,Loop
MAR00158,Loop
MAR00169,Loop
MAR00175,Loop
MAR01145,Loop
MAR01187,Loop
MAR01267,Loop
MAR01284,Loop
MAR01602,Loop
MAR01915,Loop
MAR01925,Loop
MAR02141,Dilution
MAR02590,Loop
MAR03746,Loop
MAR03921,Dead-End
MAR03949,Loop
MAR03950,Loop
MAR03952,Loop
MAR04184,Dilution
MAR04237,Loop
MAR04843,Loop
MAR04854,Loop
MAR04863,Loop
MAR04864,Loop
MAR04867,Loop
MAR04870,Dilution
MAR04871,Multiple
MAR04872,Multiple
MAR04874,Loop
MAR04898,Loop
MAR04914,Loop
MAR04922,Loop
MAR04926,Loop
MAR04964,Loop
MAR04971,Loop
MAR04972,Loop
MAR04957,Loop
MAR04977,Loop
MAR04998,Loop
MAR05006,Loop
MAR05031,Loop
MAR05036,Loop
MAR05046,Loop
MAR05101,Duplicate
MAR05102,Duplicate
MAR05113,Loop
MAR05114,Loop
MAR05115,Duplicate
MAR05116,Duplicate
MAR05122,Loop
MAR05124,Loop
MAR05125,Duplicate
MAR05126,Duplicate
MAR05222,Dilution
MAR05223,Dead-End
MAR05225,Loop
MAR05227,Dilution
MAR05292,Loop
MAR05304,Loop
MAR05361,Loop
MAR05426,Loop
MAR06276,Loop
MAR06277,Loop
MAR06286,Loop
MAR06288,Loop
MAR06292,Loop
MAR06295,Loop
MAR06296,Loop
MAR06298,Loop
MAR06299,Duplicate
MAR06300,Duplicate
MAR06301,Duplicate
MAR06302,Duplicate
MAR06307,Duplicate
MAR06308,Duplicate
MAR06311,Loop
MAR06315,Duplicate
MAR06316,Duplicate
MAR06325,Duplicate
MAR06326,Duplicate
MAR06328,Loop
MAR06333,Loop
MAR06342,Loop
MAR06521,Loop
MAR06522,Loop
MAR07708,Loop
MAR07769,Loop
MAR07808,Loop
MAR07810,Loop
MAR07812,Loop
MAR07814,Loop
MAR07818,Loop
MAR07820,Loop
MAR07822,Loop
MAR07824,Loop
MAR07843,Loop
MAR07844,Loop
MAR07846,Loop
MAR07847,Loop
MAR07852,Loop
MAR07853,Loop
MAR07854,Loop
MAR07897,Dead-End
MAR07899,Dead-End
MAR08475,Loop
MAR08614,Dilution
MAR08655,Dead-End
MAR08741,Loop
MAR08742,Loop
MAR08745,Loop
MAR08785,Dead-End
MAR08910,Dead-End
MAR09675,Loop
MAR00707,Dead-End
MAR00713,Loop
MAR01144,Loop
MAR01188,Loop
MAR01268,Loop
MAR01283,Loop
MAR03007,Loop
MAR03026,Loop
MAR03473,Loop
MAR04908,Loop
MAR04924,Loop
MAR04930,Loop
MAR04986,Loop
MAR05344,Loop
MAR05346,Loop
MAR05362,Loop
MAR05452,Loop
MAR05453,Loop
MAR06928,Dead-End
MAR06937,Dead-End
MAR06986,Loop
MAR07771,Loop
MAR07775,Loop
MAR07777,Loop
MAR07779,Loop
MAR07782,Loop
MAR07785,Loop
MAR07797,Loop
MAR09179,Multiple
MAR09680,Loop
MAR01090,Loop
MAR01095,Loop
MAR04274,Loop
MAR04275,Loop
MAR04535,Loop
MAR04916,Loop
MAR05422,Loop
MAR05423,Loop
MAR05424,Loop
MAR07664,Dilution
MAR07665,Dilution
MAR07786,Loop
MAR07795,Multiple
MAR07855,Multiple
MAR07856,Loop
MAR07857,Loop
MAR07860,Loop
MAR07877,Multiple
MAR08024,Loop
MAR08361,Loop
MAR08363,Loop
MAR08476,Loop
MAR08909,Multiple
MAR08918,Dilution
MAR09674,Loop
MAR08638,Dead-End
MAR08642,Dead-End
MAR09016,Dead-End
MAR00769,Loop
MAR00796,Loop
MAR01917,Loop
MAR02040,Dead-End
MAR02087,Loop
MAR02090,Loop
MAR04887,Loop
MAR04903,Dead-End
MAR04962,Loop
MAR05226,Dilution
MAR05228,Dilution
MAR07199,Loop
MAR07762,Loop
MAR08202,Loop
MAR08490,Dead-End
MAR08491,Dead-End
MAR08492,Dead-End
MAR08765,Loop
MAR08928,Dead-End
MAR00612,Dilution
MAR03597,Loop
MAR04961,Loop
MAR05248,Dead-End
MAR05249,Loop
MAR09738,Dilution
MAR09739,Dilution
MAR09740,Dilution
MAR09741,Dilution
MAR09742,Dilution
MAR09743,Dilution
MAR09744,Dilution
MAR09745,Dilution
MAR09746,Dilution
MAR09747,Dilution
MAR09748,Dilution
MAR09749,Dilution
MAR09750,Dilution
MAR09751,Dilution
MAR09752,Dilution
MAR09753,Dilution
MAR09754,Dilution
MAR09755,Dilution
MAR09756,Dilution
MAR09757,Dilution
MAR09758,Dilution
MAR09759,Dilution
MAR09760,Dilution
MAR09761,Dilution
MAR09763,Dilution
MAR09764,Dilution
MAR09765,Dilution
MAR09766,Dilution
MAR09767,Dilution
MAR09770,Dilution
MAR09771,Dilution
MAR09772,Dilution
MAR09773,Dilution
MAR09776,Dilution
MAR09777,Dilution
MAR09778,Dilution
MAR09780,Dilution
MAR09781,Dilution
MAR09782,Dilution
MAR09783,Dilution
MAR09784,Dilution
MAR09785,Dilution
MAR09786,Dilution
MAR09787,Dilution
MAR09788,Dilution
MAR09789,Dilution
MAR09790,Dilution
MAR09791,Dilution
MAR09792,Dilution
MAR09793,Dilution
MAR09794,Dilution
MAR09795,Dilution
MAR09796,Dilution
MAR00731,Loop
MAR00734,Loop
MAR04125,Dead-End
MAR04902,Dead-End
MAR07431,Loop
MAR07743,Loop
MAR07793,Loop
MAR08146,Loop
MAR08241,Loop
MAR08259,Loop
MAR08673,Dead-End
MAR09199,Dead-End
MAR09669,Loop
MAR09670,Loop
MAR09671,Loop
MAR07432,Loop
MAR00020,Loop
MAR00464,Multiple
MAR00664,Dead-End
MAR00730,Loop
MAR01143,Loop
MAR01189,Loop
MAR01311,Loop
MAR01316,Loop
MAR01331,Loop
MAR01530,Loop
MAR01672,Loop
MAR01998,Loop
MAR02569,Loop
MAR04123,Loop
MAR04126,Dead-End
MAR04765,Loop
MAR04846,Loop
MAR04856,Loop
MAR04876,Loop
MAR04877,Loop
MAR04880,Loop
MAR04883,Loop
MAR04894,Loop
MAR04913,Loop
MAR04941,Loop
MAR04960,Loop
MAR05004,Loop
