reaction_id,category
MAR05027,Loop
MAR05342,Loop
MAR05347,Loop
MAR05354,Loop
MAR06386,Loop
MAR06387,Loop
MAR06388,Loop
MAR07772,Loop
MAR07776,Loop
MAR07778,Loop
MAR07780,Loop
MAR08347,Loop
MAR08350,Loop
MAR08351,Loop
MAR08651,Dead-End
MAR08855,Loop
MAR08859,Loop
MAR08886,Loop
MAR08921,Dead-End
MAR09177,Dilution
MAR09200,Dead-End
MAR07108,Dilution
MAR07114,Dilution
MAR07116,Dilution
MAR07118,Dilution
MAR07122,Dilution
MAR07124,Dilution
MAR07126,Dilution
MAR09157,Dead-End
MAR09167,Dilution
MAR09269,Dilution
MAR09278,Dead-End
MAR09298,Dilution
MAR09424,Dilution
MAR00031,Multiple
MAR00032,Multiple
MAR00021,Dilution
MAR00022,Dilution
MAR00023,Dilution
MAR00033,Dilution
MAR00034,Dilution
MAR00035,Dilution
MAR00038,Loop
MAR00041,Duplicate
MAR00045,Loop
MAR00050,Multiple
MAR00051,Dead-End
MAR00052,Duplicate
MAR00053,Loop
MAR00057,Loop
MAR00058,Duplicate
MAR00060,Loop
MAR00061,Loop
MAR00064,Loop
MAR00065,Duplicate
MAR00067,Multiple
MAR00073,Dilution
MAR00074,Dilution
MAR00076,Loop
MAR00077,Loop
MAR00078,Loop
MAR00079,Loop
MAR00086,Dilution
MAR00087,Duplicate
MAR00091,Dilution
MAR00092,Dilution
MAR00093,Dilution
MAR00094,Duplicate
MAR00095,Multiple
MAR00097,Loop
MAR00098,Dead-End
MAR00102,Loop
MAR00105,Loop
MAR00106,Loop
MAR00107,Loop
MAR00108,Multiple
MAR00109,Loop
MAR00110,Loop
MAR00111,Loop
MAR00112,Loop
MAR00113,Duplicate
MAR00114,Duplicate
MAR00116,Duplicate
MAR00117,Duplicate
MAR00118,Duplicate
MAR00123,Loop
MAR00124,Loop
MAR00125,Loop
MAR00126,Loop
MAR00128,Loop
MAR00130,Dead-End
MAR00138,Loop
MAR00141,Loop
MAR00143,Loop
MAR00144,Duplicate
MAR00145,Duplicate
MAR00146,Duplicate
MAR00149,Duplicate
MAR00152,Duplicate
MAR00181,Duplicate
MAR00186,Duplicate
MAR00219,Loop
MAR00222,Duplicate
MAR00229,Loop
MAR00252,Loop
MAR00286,Loop
MAR00315,Loop
MAR00334,Duplicate
MAR00443,Loop
MAR00447,Dead-End
MAR00451,Loop
MAR00452,Loop
MAR00465,Loop
MAR00471,Dead-End
MAR00473,Dead-End
MAR00480,Dead-End
MAR00485,Dead-End
MAR00554,Dead-End
MAR00562,Multiple
MAR00563,Multiple
MAR00570,Dead-End
MAR00711,Dead-End
MAR00737,Multiple
MAR00742,Loop
MAR00751,Dead-End
MAR00800,Dead-End
MAR01047,Loop
MAR01051,Loop
MAR01052,Loop
MAR01169,Duplicate
MAR01314,Duplicate
MAR01354,Loop
MAR01369,Loop
MAR01372,Dead-End
MAR01377,Loop
MAR01378,Loop
MAR01396,Duplicate
MAR01400,Dead-End
MAR01435,Loop
MAR01439,Dead-End
MAR01441,Dead-End
MAR01442,Duplicate
MAR01452,Loop
MAR01461,Loop
MAR01481,Dead-End
MAR01482,Dead-End
MAR01483,Multiple
MAR01485,Loop
MAR01486,Loop
MAR01487,Loop
MAR01488,Loop
MAR01489,Loop
MAR01491,Loop
MAR01492,Loop
MAR01511,Dead-End
MAR01513,Dead-End
MAR01518,Duplicate
MAR01525,Loop
MAR01528,Loop
MAR01534,Loop
MAR01555,Duplicate
MAR01556,Dead-End
MAR01559,Dead-End
MAR01561,Loop
MAR01563,Dead-End
MAR01564,Dead-End
MAR01578,Loop
MAR01582,Loop
MAR01587,Loop
MAR01591,Dead-End
MAR01594,Duplicate
MAR01597,Loop
MAR01626,Loop
MAR01633,Loop
MAR01636,Duplicate
MAR01640,Loop
MAR01645,Loop
MAR01648,Loop
MAR01657,Dead-End
MAR01661,Duplicate
MAR01671,Loop
MAR01680,Dead-End
MAR01686,Dead-End
MAR01690,Multiple
MAR01707,Loop
MAR01713,Dead-End
MAR01715,Loop
MAR01721,Loop
MAR01731,Loop
MAR01733,Loop
MAR01736,Loop
MAR01755,Loop
MAR01757,Loop
MAR01763,Loop
MAR01773,Loop
MAR01775,Loop
MAR01779,Loop
MAR01780,Loop
MAR01788,Loop
MAR01799,Loop
MAR01814,Loop
MAR01820,Loop
MAR01822,Multiple
MAR01823,Multiple
MAR01824,Loop
MAR01827,Loop
MAR01828,Dead-End
MAR02026,Multiple
MAR02027,Loop
MAR02028,Duplicate
MAR02035,Duplicate
MAR02121,Loop
MAR02123,Loop
MAR02126,Multiple
MAR02128,Multiple
MAR02147,Multiple
MAR02148,Duplicate
MAR02149,Duplicate
MAR02183,Duplicate
MAR02184,Loop
MAR02185,Multiple
MAR02187,Duplicate
MAR02188,Multiple
MAR02189,Multiple
MAR02192,Multiple
MAR02195,Multiple
MAR02196,Multiple
MAR02197,Multiple
MAR02206,Loop
MAR02207,Duplicate
MAR02216,Loop
MAR02224,Dilution
MAR02226,Loop
MAR02272,Dilution
MAR02276,Dilution
MAR02278,Loop
MAR02280,Loop
MAR02283,Duplicate
MAR02290,Duplicate
MAR02298,Duplicate
MAR02300,Duplicate
MAR02304,Duplicate
MAR02318,Dilution
MAR02320,Dilution
MAR02331,Loop
MAR02333,Dilution
MAR02335,Dilution
MAR02337,Loop
MAR02339,Loop
MAR02352,Multiple
MAR02357,Multiple
MAR02358,Multiple
MAR02366,Duplicate
MAR02367,Duplicate
MAR02369,Duplicate
MAR02370,Duplicate
MAR02372,Duplicate
MAR02373,Duplicate
MAR02377,Loop
MAR02379,Loop
MAR02382,Loop
MAR02384,Dilution
MAR02385,Dead-End
MAR02388,Multiple
MAR02390,Dilution
MAR02392,Dilution
MAR02394,Dilution
MAR02396,Multiple
MAR02398,Multiple
MAR02400,Multiple
MAR02402,Loop
MAR02404,Multiple
MAR02405,Loop
MAR02406,Loop
MAR02413,Loop
MAR02414,Loop
MAR02416,Loop
MAR02418,Loop
MAR02422,Loop
MAR02429,Loop
MAR02431,Loop
MAR02432,Loop
MAR02471,Loop
MAR02473,Loop
MAR02474,Loop
MAR02476,Loop
MAR02477,Loop
MAR02481,Loop
MAR02483,Dead-End
MAR02485,Dead-End
MAR02490,Multiple
MAR02496,Dead-End
MAR02498,Dead-End
MAR02507,Dead-End
MAR02519,Dead-End
MAR02521,Dead-End
MAR02523,Dead-End
MAR02525,Dead-End
MAR02536,Dead-End
MAR02538,Dead-End
MAR02539,Dead-End
MAR02595,Dead-End
MAR02721,Dead-End
MAR02725,Dead-End
MAR02747,Dead-End
MAR02756,Dead-End
MAR02767,Dilution
MAR02779,Multiple
MAR02781,Dilution
MAR02804,Duplicate
MAR02808,Duplicate
MAR02810,Duplicate
MAR02818,Duplicate
MAR02858,Dead-End
MAR02881,Loop
MAR02885,Multiple
MAR02887,Dead-End
MAR02889,Multiple
MAR02891,Multiple
MAR02893,Dead-End
MAR02895,Loop
MAR02933,Dead-End
MAR02934,Dead-End
MAR02936,Dead-End
MAR02937,Dead-End
MAR02938,Dead-End
MAR02939,Dead-End
MAR02940,Dead-End
MAR02950,Dead-End
MAR02960,Dilution
MAR02993,Dilution
MAR02997,Dead-End
MAR03006,Dead-End
MAR03012,Dead-End
MAR03016,Loop
MAR03031,Dead-End
MAR03039,Dead-End
MAR03041,Dead-End
MAR03046,Dead-End
MAR03047,Multiple
MAR03061,Dead-End
MAR03119,Loop
MAR03131,Dead-End
MAR03138,Dead-End
MAR03141,Dead-End
MAR03145,Dead-End
MAR03148,Dead-End
MAR03152,Dead-End
MAR03167,Loop
MAR03168,Loop
MAR03209,Loop
MAR03210,Multiple
MAR03214,Multiple
MAR03216,Dead-End
MAR03217,Dead-End
MAR03238,Duplicate
MAR03255,Loop
MAR03261,Dead-End
MAR03265,Dilution
MAR03269,Dead-End
MAR03270,Dead-End
MAR03271,Dead-End
MAR03273,Loop
MAR03276,Duplicate
MAR03289,Duplicate
MAR03291,Dead-End
MAR03295,Dead-End
MAR03297,Dead-End
MAR03299,Dead-End
MAR03303,Dilution
MAR03313,Dead-End
MAR03318,Dead-End
MAR03324,Dead-End
MAR03366,Multiple
MAR03371,Duplicate
MAR03386,Loop
MAR03387,Multiple
MAR03392,Dead-End
MAR03412,Dead-End
MAR03415,Dead-End
MAR03417,Dead-End
MAR03418,Dead-End
MAR03419,Dead-End
MAR03435,Dead-End
MAR03436,Dead-End
MAR03437,Loop
MAR03438,Loop
MAR03440,Dead-End
MAR03442,Dead-End
MAR03443,Dead-End
MAR03451,Dead-End
MAR03465,Dead-End
MAR03479,Dead-End
MAR03613,Dead-End
MAR03614,Dead-End
MAR03754,Dead-End
MAR03756,Dead-End
MAR03760,Dead-End
MAR03764,Dead-End
MAR03781,Dead-End
MAR03791,Dead-End
MAR03798,Dead-End
MAR03801,Multiple
MAR03803,Multiple
MAR03805,Multiple
MAR03815,Multiple
MAR03817,Multiple
MAR03830,Loop
MAR03834,Dead-End
MAR03836,Loop
MAR03846,Multiple
MAR03878,Dead-End
MAR03882,Dead-End
MAR03884,Dead-End
MAR03888,Dead-End
MAR03893,Dead-End
MAR03896,Dead-End
MAR03902,Dead-End
MAR03904,Dead-End
MAR03906,Dead-End
MAR03914,Dead-End
MAR03918,Dead-End
MAR03926,Dead-End
MAR03927,Dead-End
MAR03930,Dead-End
MAR03936,Dead-End
MAR03941,Dead-End
MAR03942,Dead-End
MAR03945,Dead-End
MAR03962,Dead-End
MAR03973,Dead-End
MAR04003,Duplicate
MAR04007,Multiple
MAR04009,Dead-End
MAR04013,Dead-End
MAR04017,Dead-End
MAR04019,Dead-End
MAR04021,Dead-End
MAR04023,Dead-End
MAR04027,Dead-End
MAR04033,Dead-End
MAR04039,Dead-End
MAR04041,Dead-End
MAR04043,Dead-End
MAR04045,Dead-End
MAR04049,Dead-End
MAR04051,Dead-End
MAR04053,Dead-End
MAR04055,Dead-End
MAR04057,Dead-End
MAR04074,Dead-End
MAR04088,Dead-End
MAR04090,Dead-End
MAR04154,Dead-End
MAR04411,Multiple
MAR04462,Dead-End
MAR04475,Dead-End
MAR04508,Dead-End
MAR04562,Multiple
MAR04569,Dead-End
MAR04636,Dead-End
MAR04677,Loop
MAR04719,Loop
MAR04722,Loop
MAR04726,Loop
MAR04749,Dead-End
MAR04782,Loop
MAR04807,Loop
MAR04827,Dead-End
MAR04857,Dead-End
MAR04909,Dead-End
MAR04921,Dead-End
MAR04925,Dead-End
MAR04965,Dead-End
MAR04966,Duplicate
MAR04970,Duplicate
MAR04974,Duplicate
MAR05186,Duplicate
MAR05187,Duplicate
MAR05355,Dead-End
MAR06346,Dead-End
MAR06538,Dead-End
MAR06689,Dead-End
MAR06696,Dead-End
MAR06698,Dead-End
MAR06859,Loop
MAR06860,Loop
MAR06863,Loop
MAR06864,Dilution
MAR06865,Multiple
MAR06870,Loop
MAR06871,Loop
MAR06873,Multiple
MAR06884,Multiple
MAR06887,Loop
MAR06893,Loop
MAR06896,Multiple
MAR06913,Loop
MAR07105,Loop
MAR07150,Loop
MAR07153,Loop
MAR07155,Loop
MAR07178,Multiple
MAR07179,Multiple
MAR07190,Loop
MAR07192,Loop
MAR07194,Multiple
MAR07589,Loop
MAR07595,Multiple
MAR07657,Multiple
MAR07659,Dilution
MAR07753,Loop
MAR07754,Loop
MAR07805,Loop
MAR07809,Multiple
MAR07811,Loop
MAR07813,Loop
MAR07821,Loop
MAR07926,Loop
MAR08218,Duplicate
MAR08274,Loop
MAR08301,Loop
MAR08970,Loop
MAR08975,Loop
MAR08976,Loop
MAR08977,Loop
MAR08980,Loop
MAR08981,Loop
MAR08985,Duplicate
MAR08988,Multiple
MAR08989,Loop
MAR08992,Multiple
MAR08995,Loop
MAR08997,Loop
MAR08998,Loop
MAR09031,Loop
MAR09057,Loop
MAR09170,Loop
MAR09186,Loop
MAR09274,Loop
MAR09402,Loop
MAR09403,Loop
MAR09526,Loop
MAR09533,Loop
MAR09576,Loop
MAR09589,Loop
MAR09821,Loop
MAR09869,Multiple
MAR09870,Loop
MAR09871,Multiple
MAR09872,Multiple
MAR09873,Multiple
MAR09874,Loop
MAR09876,Multiple
MAR09878,Loop
MAR09879,Duplicate
MAR09880,Duplicate
MAR09881,Duplicate
MAR09883,Loop
MAR09884,Loop
MAR09885,Loop
MAR09886,Multiple
MAR09887,Multiple
MAR09889,Loop
MAR09890,Loop
MAR09891,Multiple
MAR09892,Multiple
MAR09895,Multiple
MAR09896,Loop
MAR09898,Multiple
MAR09900,Loop
MAR09901,Duplicate
MAR09902,Loop
MAR09904,Multiple
MAR09905,Loop
MAR09906,Duplicate
MAR09907,Multiple
MAR09908,Multiple
MAR09909,Multiple
MAR09910,Duplicate
MAR09912,Loop
MAR09913,Loop
MAR09914,Loop
MAR09915,Loop
MAR09916,Loop
MAR09917,Loop
MAR09918,Loop
MAR09933,Dead-End
MAR09934,Loop
MAR09949,Loop
MAR09957,Loop
MAR09959,Loop
MAR09961,Loop
MAR09973,Loop
MAR09975,Loop
MAR09979,Loop
MAR09980,Loop
MAR09981,Loop
MAR09982,Loop
MAR09983,Loop
MAR09984,Loop
MAR09985,Multiple
MAR09990,Loop
MAR09991,Loop
MAR10010,Dilution
MAR10011,Multiple
MAR10013,Multiple
MAR10022,Loop
MAR10032,Loop
MAR10133,Dead-End
MAR10134,Loop
MAR10135,Loop
MAR10138,Loop
MAR10153,Loop
MAR10155,Dilution
MAR10156,Dilution
MAR10157,Dilution
MAR10158,Dilution
MAR10164,Dead-End
MAR10165,Duplicate
MAR10175,Loop
MAR10178,Loop
MAR10272,Dead-End
MAR10294,Dead-End
MAR10295,Dead-End
MAR10296,Dead-End
MAR10309,Dead-End
MAR10361,Multiple
MAR10362,Multiple
MAR10363,Loop
MAR10364,Loop
MAR10365,Loop
MAR10366,Loop
MAR10367,Loop
MAR10374,Loop
MAR10376,Loop
MAR10377,Loop
MAR10383,Loop
MAR10395,Loop
MAR10406,Loop
MAR10410,Multiple
MAR10433,Dead-End
MAR10451,Dilution
MAR10452,Dilution
MAR10453,Dilution
MAR10455,Loop
MAR10456,Dead-End
MAR10461,Dead-End
MAR10462,Dead-End
MAR10463,Dead-End
MAR10464,Dead-End
MAR10466,Multiple
MAR10467,Multiple
MAR10468,Multiple
MAR10469,Multiple
MAR10470,Multiple
MAR10471,Multiple
MAR10478,Dead-End
MAR10485,Loop
MAR10486,Loop
MAR10487,Loop
MAR11223,Loop
MAR11226,Dead-End
MAR11233,Dead-End
MAR11234,Dead-End
MAR11235,Dead-End
MAR11236,Dead-End
MAR11245,Dead-End
MAR11250,Loop
MAR11251,Dead-End
MAR11263,Dead-End
MAR11267,Dead-End
MAR11268,Dead-End
MAR11270,Loop
MAR11272,Loop
MAR11274,Loop
MAR11276,Loop
MAR11277,Loop
MAR11279,Dead-End
MAR11280,Loop
MAR11290,Loop
MAR11291,Loop
MAR11303,Loop
MAR11304,Loop
MAR11307,Multiple
MAR11308,Loop
MAR11310,Multiple
MAR11315,Loop
MAR11317,Loop
MAR11319,Loop
MAR11320,Loop
MAR11323,Loop
MAR11325,Loop
MAR11326,Loop
MAR11327,Loop
MAR11329,Dead-End
MAR11330,Dead-End
MAR11331,Dead-End
MAR11332,Dead-End
MAR11333,Dead-End
MAR11338,Dead-End
MAR11340,Dead-End
MAR11341,Dead-End
MAR11342,Dead-End
MAR11343,Dead-End
MAR11354,Loop
MAR11355,Loop
MAR11365,Multiple
MAR11366,Loop
MAR11367,Loop
MAR11388,Dilution
MAR11389,Dilution
MAR11395,Loop
MAR11396,Loop
MAR11407,Dead-End
MAR11410,Loop
MAR11415,Loop
MAR11417,Loop
MAR11418,Loop
MAR11433,Multiple
MAR11434,Dead-End
MAR11435,Dead-End
MAR11436,Dead-End
MAR11437,Dead-End
MAR11517,Loop
MAR11518,Loop
MAR11571,Loop
MAR11577,Duplicate
MAR11578,Duplicate
MAR11581,Duplicate
MAR11583,Multiple
MAR11584,Multiple
MAR11585,Multiple
MAR11586,Multiple
MAR11587,Dilution
MAR11588,Dilution
MAR11589,Dilution
MAR11590,Dilution
MAR11591,Dilution
MAR11592,Dilution
MAR11593,Dilution
MAR11594,Dilution
MAR11595,Dilution
MAR11596,Dilution
MAR11597,Dilution
MAR11598,Dilution
MAR11599,Dilution
MAR11600,Dilution
MAR11601,Dilution
MAR11602,Dilution
MAR11603,Dilution
MAR11604,Dilution
MAR11605,Dilution
MAR11606,Dilution
MAR11607,Dilution
MAR11608,Dilution
MAR11609,Dilution
MAR11610,Dilution
MAR11611,Dilution
MAR11612,Dilution
MAR11613,Dilution
MAR11614,Dilution
MAR11615,Dilution
MAR11616,Dilution
MAR11617,Dilution
MAR11618,Dilution
MAR11619,Dilution
MAR11620,Dilution
MAR11621,Dilution
MAR11622,Dilution
MAR11623,Dilution
MAR11624,Dilution
MAR11625,Dilution
MAR11626,Dilution
MAR11627,Dilution
MAR11628,Dilution
MAR11630,Multiple
MAR11631,Multiple
MAR11632,Multiple
MAR11633,Multiple
MAR11634,Multiple
MAR11635,Multiple
MAR11636,Multiple
MAR11637,Multiple
MAR11638,Multiple
MAR11639,Multiple
MAR11640,Multiple
MAR11641,Multiple
MAR11642,Multiple
MAR11643,Multiple
MAR11644,Multiple
MAR11645,Multiple
MAR11646,Loop
MAR11647,Loop
MAR11649,Multiple
MAR11650,Multiple
MAR11651,Multiple
MAR11652,Multiple
MAR11653,Dilution
MAR11654,Dilution
MAR11655,Dilution
MAR11656,Dilution
MAR11657,Dilution
MAR11658,Dilution
MAR11659,Dilution
MAR11660,Dilution
MAR11661,Dilution
MAR11662,Dilution
MAR11663,Dilution
MAR11664,Dilution
MAR11665,Dilution
MAR11666,Dilution
MAR11667,Dilution
MAR11668,Dilution
MAR11669,Dilution
MAR11670,Dilution
MAR11671,Dilution
MAR11672,Dilution
MAR11673,Dilution
MAR11674,Dilution
MAR11675,Dilution
MAR11676,Dilution
MAR11677,Dilution
MAR11678,Dilution
MAR11679,Dilution
MAR11680,Dilution
MAR11681,Dilution
MAR11682,Dilution
MAR11683,Dilution
MAR11684,Dilution
MAR11685,Dilution
MAR11686,Dilution
MAR11687,Dilution
MAR11688,Dilution
MAR11689,Dilution
MAR11690,Dilution
MAR11691,Dilution
MAR11692,Dilution
MAR11693,Dilution
MAR11694,Dilution
MAR11696,Dilution
MAR11697,Multiple
MAR11698,Dilution
MAR11699,Multiple
MAR11700,Dilution
MAR11701,Multiple
MAR11702,Dilution
MAR11703,Multiple
MAR11704,Dilution
MAR11705,Multiple
MAR11706,Dilution
MAR11707,Multiple
MAR11708,Dilution
MAR11709,Multiple
MAR11710,Dilution
MAR11711,Multiple
MAR11712,Dilution
MAR11713,Multiple
MAR11714,Dilution
MAR11715,Multiple
MAR11716,Dilution
MAR11717,Multiple
MAR11718,Dilution
MAR11719,Multiple
MAR11720,Dilution
MAR11721,Multiple
MAR11722,Dilution
MAR11723,Multiple
MAR11724,Dilution
MAR11725,Multiple
MAR11726,Dilution
MAR11727,Multiple
MAR11728,Multiple
MAR11729,Multiple
MAR11731,Multiple
MAR11733,Multiple
MAR11734,Multiple
MAR11735,Multiple
MAR11759,Dilution
MAR11775,Loop
MAR11783,Loop
MAR11787,Loop
MAR11788,Loop
MAR11790,Loop
MAR11791,Loop
MAR11797,Loop
MAR11798,Loop
MAR11803,Loop
MAR11804,Loop
MAR11805,Loop
MAR11806,Loop
MAR11808,Loop
MAR11815,Multiple
MAR11843,Multiple
MAR11844,Multiple
MAR11853,Dilution
MAR11898,Dead-End
MAR11899,Dead-End
MAR11946,Dead-End
MAR11948,Loop
MAR11960,Loop
MAR11964,Multiple
MAR11982,Dead-End
MAR11986,Multiple
MAR11988,Multiple
MAR11989,Multiple
MAR11991,Multiple
MAR11992,Multiple
MAR11994,Multiple
MAR11995,Multiple
MAR11997,Multiple
MAR11998,Multiple
MAR12000,Multiple
MAR12019,Duplicate
MAR12020,Multiple
MAR12021,Multiple
MAR12022,Loop
MAR12039,Dead-End
MAR12041,Dead-End
MAR12046,Dead-End
MAR12047,Dead-End
MAR12054,Loop
MAR12077,Dead-End
MAR12081,Dead-End
MAR12082,Dead-End
MAR12083,Dead-End
MAR12088,Multiple
MAR12093,Loop
MAR12094,Loop
MAR12095,Loop
MAR12098,Dead-End
MAR12099,Dead-End
MAR12100,Dead-End
MAR12102,Dead-End
MAR12103,Dead-End
MAR12109,Dead-End
MAR12110,Dead-End
MAR12111,Dead-End
MAR12112,Loop
MAR12119,Dead-End
MAR12134,Dead-End
MAR12135,Dead-End
MAR12140,Dilution
MAR12142,Dilution
MAR12143,Multiple
MAR12144,Multiple
MAR12147,Dilution
MAR12148,Multiple
MAR12149,Multiple
MAR12151,Loop
MAR12152,Loop
MAR12155,Loop
MAR12156,Loop
MAR12157,Dilution
MAR12159,Multiple
MAR12160,Multiple
MAR12161,Dilution
MAR12162,Multiple
MAR12163,Multiple
MAR12164,Dilution
MAR12165,Multiple
MAR12166,Multiple
MAR12182,Loop
MAR12184,Dilution
MAR12185,Multiple
MAR12186,Multiple
MAR12243,Dilution
MAR12244,Dilution
MAR12262,Dilution
MAR12263,Multiple
MAR12264,Multiple
MAR12266,Dilution
MAR12267,Multiple
MAR12268,Multiple
MAR12269,Dilution
MAR12270,Multiple
MAR12271,Multiple
MAR12280,Dilution
MAR12281,Dilution
MAR12295,Loop
MAR12296,Loop
MAR12297,Dilution
MAR12298,Dilution
MAR12300,Dilution
MAR12301,Multiple
MAR12302,Multiple
MAR12303,Dilution
MAR12304,Dilution
MAR12306,Multiple
MAR12307,Multiple
MAR12309,Dilution
MAR12310,Dilution
MAR12316,Dilution
MAR12317,Dilution
MAR12323,Dilution
MAR12324,Dilution
MAR12330,Dilution
MAR12331,Dilution
MAR12339,Dilution
MAR12343,Dilution
MAR12344,Dilution
MAR12345,Multiple
MAR12346,Multiple
MAR12350,Dilution
MAR12351,Multiple
MAR12352,Multiple
MAR12358,Dilution
MAR12359,Dilution
MAR12361,Multiple
MAR12362,Multiple
MAR12373,Dilution
MAR12374,Dilution
MAR12376,Dilution
MAR12377,Multiple
MAR12378,Multiple
MAR12383,Dilution
MAR12384,Multiple
MAR12385,Multiple
MAR12389,Dilution
MAR12391,Dilution
MAR12393,Dilution
MAR12394,Dilution
MAR12395,Multiple
MAR12396,Multiple
MAR12398,Dilution
MAR12399,Dilution
MAR12400,Multiple
MAR12401,Multiple
MAR12407,Dilution
MAR12408,Dilution
MAR12410,Dilution
MAR12411,Dilution
MAR12416,Dilution
MAR12418,Dilution
MAR12419,Dilution
MAR12420,Dilution
MAR12422,Dilution
MAR12424,Dilution
MAR12428,Dilution
MAR12429,Multiple
MAR12431,Multiple
MAR12448,Dilution
MAR12450,Dilution
MAR12451,Dilution
MAR12452,Dilution
MAR12454,Dilution
MAR12456,Dilution
MAR12458,Dilution
MAR12459,Dilution
MAR12460,Multiple
MAR12461,Multiple
MAR12463,Dilution
MAR12464,Multiple
MAR12465,Multiple
MAR12466,Multiple
MAR12467,Multiple
MAR12469,Dilution
MAR12470,Multiple
MAR12471,Multiple
MAR12473,Multiple
MAR12476,Dilution
MAR12482,Dilution
MAR12483,Dilution
MAR12485,Dilution
MAR12486,Dilution
MAR12490,Dilution
MAR12491,Dilution
MAR12493,Dilution
MAR12494,Dilution
MAR12498,Dilution
MAR12501,Dilution
MAR12502,Dilution
MAR12504,Dilution
MAR12505,Dilution
MAR12507,Dilution
MAR12508,Dilution
MAR12509,Multiple
MAR12510,Multiple
MAR12511,Dilution
MAR12512,Dilution
MAR12513,Multiple
MAR12514,Dilution
MAR12515,Dilution
MAR12516,Dilution
MAR12517,Dilution
MAR12518,Multiple
MAR12519,Dilution
MAR12520,Dilution
MAR12521,Dilution
MAR12522,Multiple
MAR12523,Dilution
MAR12524,Dilution
MAR12525,Dilution
MAR12530,Dilution
MAR12532,Dilution
MAR12533,Dilution
MAR12534,Dilution
MAR12535,Dilution
MAR12536,Multiple
MAR12537,Multiple
MAR12540,Dilution
MAR12541,Dilution
MAR12544,Dilution
MAR12545,Dilution
MAR12546,Dilution
MAR12547,Dilution
MAR12548,Dilution
MAR12550,Multiple
MAR12551,Multiple
MAR12553,Dilution
MAR12554,Dilution
MAR12555,Dilution
MAR12556,Dilution
MAR12557,Dilution
MAR12558,Dilution
MAR12566,Dilution
MAR12568,Dilution
MAR12570,Dilution
MAR12571,Dilution
MAR12720,Dilution
MAR12724,Dilution
MAR12725,Dilution
MAR12726,Multiple
MAR12727,Multiple
MAR12730,Dilution
MAR12731,Dilution
MAR12734,Dilution
MAR12735,Dilution
MAR12742,Multiple
MAR12743,Multiple
MAR12750,Dilution
MAR12751,Multiple
MAR12752,Multiple
MAR12755,Multiple
MAR12757,Multiple
MAR12760,Dilution
MAR12769,Multiple
MAR12771,Multiple
MAR12772,Multiple
MAR12773,Multiple
MAR12774,Dilution
MAR12775,Dilution
MAR12782,Dilution
MAR12783,Dilution
MAR12785,Dilution
MAR12786,Dilution
MAR12787,Multiple
MAR12788,Multiple
MAR12789,Dilution
MAR12791,Dilution
MAR12806,Multiple
MAR12807,Multiple
MAR12811,Dilution
MAR12812,Dilution
MAR12813,Dilution
MAR12818,Dilution
MAR12819,Multiple
MAR12820,Multiple
MAR12821,Dilution
MAR12823,Dilution
MAR12824,Dilution
MAR12825,Multiple
MAR12826,Multiple
MAR12827,Multiple
MAR12828,Dilution
MAR12829,Dilution
MAR12830,Dilution
MAR12832,Dilution
MAR12833,Dilution
MAR12834,Multiple
MAR12835,Multiple
MAR12838,Dilution
MAR12839,Dilution
MAR12840,Dilution
MAR12841,Dilution
MAR12842,Dilution
MAR12843,Dilution
MAR12844,Dilution
MAR12845,Dilution
MAR12846,Multiple
MAR12847,Multiple
MAR12851,Dilution
MAR12852,Dilution
MAR12857,Dilution
MAR12865,Multiple
MAR12866,Multiple
MAR12867,Multiple
MAR12868,Multiple
MAR12870,Dilution
MAR12871,Dilution
MAR12941,Dilution
MAR12981,Dilution
MAR13009,Dilution
MAR13010,Dilution
MAR13012,Dilution
MAR13018,Dilution
MAR13020,Dilution
MAR13027,Loop
MAR13068,Dead-End
MAR13071,Dead-End
MAR13072,Multiple
MAR13073,Dead-End
MAR13074,Dead-End
MAR13075,Loop
MAR13076,Dead-End
MAR13077,Loop
MAR10028,Dead-End
MAR10030,Dilution
MAR10034,Dead-End
MAR10037,Dilution
MAR10044,Loop
MAR10055,Dead-End
MAR10056,Dead-End
MAR10057,Dead-End
MAR10062,Dilution
MAR10063,Dilution
MAR10064,Dilution
MAR10065,Dilution
MAR13082,Dilution
MAR10066,Multiple
MAR10070,Dead-End
MAR10080,Dilution
MAR10082,Dilution
MAR10090,Dead-End
MAR10092,Dilution
MAR10094,Dilution
MAR10095,Dilution
MAR10097,Dilution
MAR10098,Dilution
MAR10103,Dilution
MAR10104,Dead-End
MAR10105,Dilution
MAR10106,Dilution
MAR10110,Dilution
MAR10111,Dilution
MAR10112,Dilution
MAR10118,Dilution
MAR10119,Dilution
MAR10120,Dilution
MAR10121,Dilution
MAR10122,Dilution
MAR10125,Dilution
MAR10127,Dilution
MAR10128,Dilution
MAR10129,Dilution
MAR13083,Duplicate
MAR20001,Dead-End
MAR20002,Multiple
MAR20003,Dead-End
MAR20004,Multiple
MAR20005,Dead-End
MAR20006,Dead-End
MAR20007,Dead-End
MAR20008,Dead-End
MAR20009,Dead-End
MAR20011,Dead-End
MAR20012,Multiple
MAR20014,Duplicate
MAR20015,Duplicate
MAR20017,Multiple
MAR20020,Duplicate
MAR20021,Dead-End
MAR20022,Dead-End
MAR20023,Dead-End
MAR20024,Dead-End
MAR20025,Dead-End
MAR20026,Dead-End
MAR20027,Dead-End
MAR20028,Dead-End
MAR20029,Dead-End
