reaction_id,gene_id
CYTDt2pp_copy2,b2406
DADNt2pp,b2964
DADNt2pp,b2393
DCYTt2pp,b2964
DCYTt2pp,b2393
CYTBD2pp,b0978
CYTBD2pp,b0979
ACGAMK,b1119
ACALDtpp,s0001
ACt2rpp,b0010
DDGLCNt2rpp,b3909
RMNtex,b2215
RMNtex,b0929
RMNtex,b0241
RMNtex,b1377
MALTTRtexi,b4036
MALTTTRtexi,b4036
MALTPTtexi,b4036
METS,b4019
METS,b3829
ASPO3,b2574
ASPO5,b2574
ASPO4,b2574
ASPO6,b2574
LCTStex,b2215
LCTStex,b0929
LCTStex,b0241
LCTStex,b1377
LEUtex,b2215
LEUtex,b0929
LEUtex,b0241
LEUtex,b1377
LYStex,b2215
LYStex,b0929
LYStex,b0241
LYStex,b1377
GLYOX3,b1967
FDMO3,b0935
LYXtex,b2215
LYXtex,b0929
LYXtex,b0241
LYXtex,b1377
MANtex,b2215
MANtex,b0929
MANtex,b0241
MANtex,b1377
MAN6Ptex,b2215
MAN6Ptex,b0929
MAN6Ptex,b0241
MAN6Ptex,b1377
FDMO4,b0935
CYSabc2pp,b0887
CYSabc2pp,b0886
BUTSO3abcpp,b0933
BUTSO3abcpp,b0936
BUTSO3abcpp,b0366
BUTSO3abcpp,b0934
BUTSO3abcpp,b0365
BUTSO3abcpp,b0367
ETHSO3abcpp,b0934
ETHSO3abcpp,b0936
ETHSO3abcpp,b0933
MELIBtex,b2215
MELIBtex,b0929
MELIBtex,b0241
MELIBtex,b1377
DMSOtex,b2215
DMSOtex,b0929
DMSOtex,b0241
DMSOtex,b1377
DURItex,b0411
FRUtex,b2215
FRUtex,b0929
FRUtex,b0241
FRUtex,b1377
FUCtex,b2215
FUCtex,b0929
FUCtex,b0241
FUCtex,b1377
O16GLCT1,b2032
O16AP2pp,b2035
O16AP2pp,b2027
O16AP3pp,b2035
O16AP3pp,b2027
FUMtex,b2215
FUMtex,b0929
FUMtex,b0241
FUMtex,b1377
ACACT5r,b3845
ACACT5r,b2342
O16A4Lpp,b3622
PRASCSi,b2476
MALTATr,b0459
MALDDH,b1800
FE2tex,b2215
FE2tex,b0929
FE2tex,b0241
FE2tex,b1377
NMNtex,b2215
NMNtex,b0929
NMNtex,b0241
NMNtex,b1377
ENTERES,b0585
NO2tex,b2215
NO2tex,b0929
NO2tex,b0241
NO2tex,b1377
TRSARr,b3125
TRSARr,b0509
DHPS2,b3177
MTHFC,b0529
MTHFD,b0529
LYXI,b3903
BUTt2rpp,b2223
CADVtpp,b4132
QULNS,b0750
23CAMPtex,b2215
23CAMPtex,b0929
23CAMPtex,b0241
23CAMPtex,b1377
23CCMPtex,b2215
23CCMPtex,b0929
23CCMPtex,b0241
23CCMPtex,b1377
23CUMPtex,b2215
23CUMPtex,b0929
23CUMPtex,b0241
23CUMPtex,b1377
23CGMPtex,b2215
23CGMPtex,b0929
23CGMPtex,b0241
23CGMPtex,b1377
3AMPtex,b2215
3AMPtex,b0929
3AMPtex,b0241
3AMPtex,b1377
3CMPtex,b2215
3CMPtex,b0929
3CMPtex,b0241
3CMPtex,b1377
LADGMDH,b1326
ALKP,b2690
GDPtex,b2215
GDPtex,b0929
GDPtex,b0241
GDPtex,b1377
ALAGLUE,b1325
FEENTERtpp,b0591
TMAtex,b2215
TMAtex,b0929
TMAtex,b0241
TMAtex,b1377
TMAOtex,b2215
TMAOtex,b0929
TMAOtex,b0241
TMAOtex,b1377
TREtex,b2215
TREtex,b0929
TREtex,b0241
TREtex,b1377
L_LACD3,b3605
L_LACD3,b0306
L_LACD3,b0307
L_LACD3,b0308
FEENTERtex,b3035
L_LACD2,b3605
L_LACD2,b0306
L_LACD2,b0307
L_LACD2,b0308
ACACT6r,b3845
ACACT6r,b2342
TRPtex,b2215
TRPtex,b0929
TRPtex,b0241
TRPtex,b1377
PTRCt2pp,b1296
PTRCt2pp,b0692
PTRCt2pp,b2014
GGGABAH,b1298
PNTOtex,b2215
PNTOtex,b0929
PNTOtex,b0241
PNTOtex,b1377
FRULYSK,b3374
FDMO6,b0935
TSULtex,b2215
TSULtex,b0929
TSULtex,b0241
TSULtex,b1377
TYRtex,b2215
TYRtex,b0929
TYRtex,b0241
TYRtex,b1377
URAtex,b2215
URAtex,b0929
URAtex,b0241
URAtex,b1377
UREAtex,b2215
UREAtex,b0929
UREAtex,b0241
UREAtex,b1377
URItex,b0411
SULFACabcpp,b0934
SULFACabcpp,b0936
SULFACabcpp,b0933
ETHSO3tex,b2215
ETHSO3tex,b0929
ETHSO3tex,b0241
ETHSO3tex,b1377
BUTSO3tex,b2215
BUTSO3tex,b0929
BUTSO3tex,b0241
BUTSO3tex,b1377
LIPOtex,b2215
LIPOtex,b0929
LIPOtex,b0241
LIPOtex,b1377
CYANSTpp,b1308
VALtex,b2215
VALtex,b0929
VALtex,b0241
VALtex,b1377
XANtex,b2215
XANtex,b0929
XANtex,b0241
XANtex,b1377
MCPST,b2521
XYLtex,b2215
XYLtex,b0929
XYLtex,b0241
XYLtex,b1377
PPPNtex,b2215
PPPNtex,b0929
PPPNtex,b0241
PPPNtex,b1377
ABUTtex,b2215
ABUTtex,b0929
ABUTtex,b0241
ABUTtex,b1377
FORtppi,b0904
FORtppi,b2492
PHEMEabcpp,b2200
PHEMEabcpp,b2201
PHEMEabcpp,b2198
PHEMEabcpp,b2197
PHEMEabcpp,b2199
PPTtex,b2215
PPTtex,b0929
PPTtex,b0241
PPTtex,b1377
GALBDtex,b2215
GALBDtex,b0929
GALBDtex,b0241
GALBDtex,b1377
LIPAHT2ex,b0622
DATPHs,s0001
GLCTR1,b3631
LIPAabcpp,b0914
LIPAHTex,b0622
LIPACabcpp,b0914
ECAP1pp,b3793
ECAP1pp,b3785
PTRCtex,b2215
PTRCtex,b0929
PTRCtex,b0241
PTRCtex,b1377
UDCPDPpp,b1278
UDCPDPpp,b0841
UDCPDPpp,b3057
GGGABADr,b1300
ECAP2pp,b3793
ECAP2pp,b3785
ECA4OALpp,b3622
FE3Ri,b3844
NODOy,b2552
PYRtex,b2215
PYRtex,b0929
PYRtex,b0241
PYRtex,b1377
GALM2pp,b0756
CU1abcpp,b0484
HG2abcpp,b3469
SULFACtex,b2215
SULFACtex,b0929
SULFACtex,b0241
SULFACtex,b1377
GLCTR3,b3626
HEPT4,b3623
DSERtex,b2215
DSERtex,b0929
DSERtex,b0241
DSERtex,b1377
LA4NTpp,b2257
NODOx,b2552
SERtex,b2215
SERtex,b0929
SERtex,b0241
SERtex,b1377
NOtex,b2215
NOtex,b0929
NOtex,b0241
NOtex,b1377
NOtpp,s0001
NHFRBO,b2710
NHFRBO,b2711
N2Otpp,s0001
N2Otex,b2215
N2Otex,b0929
N2Otex,b0241
N2Otex,b1377
CRNt8pp,b0040
CRNt2rpp,b4111
CRNDt2rpp,b4111
CTBTt2rpp,b4111
42A12BOOXpp,b1386
TYROXDApp,b1386
PEAMNtex,b2215
PEAMNtex,b0929
PEAMNtex,b0241
PEAMNtex,b1377
PACALDtex,b2215
PACALDtex,b0929
PACALDtex,b0241
PACALDtex,b1377
AGM4PA,b0110
RNDR3b,b1654
RNDR3b,b1064
RNDR3b,b3610
RNDR3b,b0849
RNDR3b,b2676
RNDR3b,b2675
RNDR4b,b1654
RNDR4b,b1064
RNDR4b,b3610
RNDR4b,b0849
RNDR4b,b2676
RNDR4b,b2675
ACGAL1Ptex,b2215
ACGAL1Ptex,b0929
ACGAL1Ptex,b0241
ACGAL1Ptex,b1377
ACGALtex,b2215
ACGALtex,b0929
ACGALtex,b0241
ACGALtex,b1377
GLCUR1Ptex,b2215
GLCUR1Ptex,b0929
GLCUR1Ptex,b0241
GLCUR1Ptex,b1377
UDPGLCURtex,b2215
UDPGLCURtex,b0929
UDPGLCURtex,b0241
UDPGLCURtex,b1377
UDPGALPpp,b0480
UACGAMPpp,b0480
UACGALPpp,b0480
UGLCURPpp,b0480
FEROpp,b0123
FEROpp,b3336
ISETACabcpp,b0933
ISETACabcpp,b0936
ISETACabcpp,b0366
ISETACabcpp,b0934
ISETACabcpp,b0365
ISETACabcpp,b0367
ISETACtex,b2215
ISETACtex,b0929
ISETACtex,b0241
ISETACtex,b1377
UDPGtex,b2215
UDPGtex,b0929
UDPGtex,b0241
UDPGtex,b1377
UDPGALtex,b2215
UDPGALtex,b0929
UDPGALtex,b0241
UDPGALtex,b1377
ACGAM1Ptex,b2215
ACGAM1Ptex,b0929
ACGAM1Ptex,b0241
ACGAM1Ptex,b1377
UACGAMtex,b2215
UACGAMtex,b0929
UACGAMtex,b0241
UACGAMtex,b1377
UDPACGALtex,b2215
UDPACGALtex,b0929
UDPACGALtex,b0241
UDPACGALtex,b1377
AM4PCP,b1192
AM3PA,b0110
UM4PCP,b1192
CBLAT,b1270
NTRIR4pp,b4070
NTRIR4pp,b4072
NTRIR4pp,b4073
NTRIR4pp,b4071
NTRIR3pp,b4070
NTRIR3pp,b4072
NTRIR3pp,b4073
NTRIR3pp,b4071
INOSTt4pp,b3679
AGM3PA,b0110
CYANtex,b2215
CYANtex,b0929
CYANtex,b0241
CYANtex,b1377
SO3tex,b2215
SO3tex,b0929
SO3tex,b0241
SO3tex,b1377
TCYNTtex,b2215
TCYNTtex,b0929
TCYNTtex,b0241
TCYNTtex,b1377
ACANTHAT,b1463
METSOX1tex,b2215
METSOX1tex,b0929
METSOX1tex,b0241
METSOX1tex,b1377
METSOX2tex,b2215
METSOX2tex,b0929
METSOX2tex,b0241
METSOX2tex,b1377
3UMPtex,b2215
3UMPtex,b0929
3UMPtex,b0241
3UMPtex,b1377
MSO3abcpp,b0933
MSO3abcpp,b0936
MSO3abcpp,b0934
MSO3tex,b2215
MSO3tex,b0929
MSO3tex,b0241
MSO3tex,b1377
TDP,b1134
3PEPTabcpp,b1247
3PEPTabcpp,b1246
3PEPTabcpp,b2178
3PEPTabcpp,b2180
3PEPTabcpp,b1245
3PEPTabcpp,b2177
3PEPTabcpp,b1243
3PEPTabcpp,b1244
3PEPTabcpp,b2179
3PEPTabcpp,b1329
4PEPTabcpp,b1247
4PEPTabcpp,b1246
4PEPTabcpp,b2178
4PEPTabcpp,b2180
4PEPTabcpp,b1245
4PEPTabcpp,b2177
4PEPTabcpp,b1243
4PEPTabcpp,b1244
4PEPTabcpp,b2179
3GMPtex,b2215
3GMPtex,b0929
3GMPtex,b0241
3GMPtex,b1377
FALDtpp,s0001
AGM3Pt2pp,b0433
SO4tex,b2215
SO4tex,b0929
SO4tex,b0241
SO4tex,b1377
AGM4Pt2pp,b0433
AGMt2pp,b0433
FECRMexs,s0001
METSOXR1,b3551
METSOXR1,b4219
METSOXR1,b2582
METSOXR1,b3781
METSOXR2,b3781
METSOXR2,b1778
METSOXR2,b2582
METSOXR2,b1832
DAPAL,b2871
AMPTASECG,b0932
AMPTASECG,b4260
AMPTASECG,b2523
AMPTASECG,b0237
DOPAtex,b2215
DOPAtex,b0929
DOPAtex,b0241
DOPAtex,b1377
4HOXPACDtex,b2215
4HOXPACDtex,b0929
4HOXPACDtex,b0241
4HOXPACDtex,b1377
ARBTNexs,s0001
FEOXAMexs,s0001
LACZpp,b2132
SPMDtex,b2215
SPMDtex,b0929
SPMDtex,b0241
SPMDtex,b1377
GPDDA1pp,b2239
GPDDA5pp,b2239
ETHAtex,b2215
ETHAtex,b0929
ETHAtex,b0241
ETHAtex,b1377
G3PStex,b2215
G3PStex,b0929
G3PStex,b0241
G3PStex,b1377
FEOXAMR1,b4367
FEOXAMR2,b4367
FEOXAMR3,b4367
PTHRpp,b0383
PTHRpp,b4055
FLVR,b2763
FLVR,b3844
FLVR,b2764
SUCCtex,b2215
SUCCtex,b0929
SUCCtex,b0241
SUCCtex,b1377
FEENTERexs,s0001
SUCRtex,b2215
SUCRtex,b0929
SUCRtex,b0241
SUCRtex,b1377
FE3HOXexs,s0001
FDMO2,b0935
LALGP,b0237
AGM4PApp,b2435
AGM4PApp,b0867
AGM4PApp,b4169
AGM4PApp,b2817
ARABDI,b2802
AGt3,b0572
AGt3,b0575
AGt3,b0574
AGt3,b0573
CD2t3pp,b0752
CD2t3pp,b3915
ZNabcpp,b1857
ZNabcpp,b1859
ZNabcpp,b1858
SKMt2pp,b1981
FE2t2pp,b2392
GLYC2Ptex,b2215
GLYC2Ptex,b0929
GLYC2Ptex,b0241
GLYC2Ptex,b1377
PSERtex,b2215
PSERtex,b0929
PSERtex,b0241
PSERtex,b1377
TARTRtex,b2215
TARTRtex,b0929
TARTRtex,b0241
TARTRtex,b1377
R5Ptex,b2215
R5Ptex,b0929
R5Ptex,b0241
R5Ptex,b1377
THRPtex,b2215
THRPtex,b0929
THRPtex,b0241
THRPtex,b1377
TYRPtex,b2215
TYRPtex,b0929
TYRPtex,b0241
TYRPtex,b1377
R5PPpp,b0383
R5PPpp,b4055
PSP_Lpp,b0383
PSP_Lpp,b4055
TYRPpp,b4055
PAPSR2,b1654
PAPSR2,b1064
PAPSR2,b3610
PAPSR2,b0849
PAPSR2,b2762
GRXR,b1654
GRXR,b1064
GRXR,b3610
GRXR,b0849
RNDR1b,b1654
RNDR1b,b1064
RNDR1b,b3610
RNDR1b,b0849
RNDR1b,b2676
RNDR1b,b2675
R15BPK,b4094
Kabcpp,b4513
Kabcpp,b0697
Kabcpp,b0698
Kabcpp,b0696
RNDR2b,b1654
RNDR2b,b1064
RNDR2b,b3610
RNDR2b,b0849
RNDR2b,b2676
RNDR2b,b2675
TAURtex,b2215
TAURtex,b0929
TAURtex,b0241
TAURtex,b1377
FACOAE181,b0452
FACOAE160,b0452
FACOAE140,b0452
LEUabcpp,b3455
LEUabcpp,b3457
LEUabcpp,b3454
LEUabcpp,b3460
LEUabcpp,b3456
LEUabcpp,b3458
L_LACt2rpp,b3603
L_LACt2rpp,b2975
MALt2_2pp,b3528
THRtex,b2215
THRtex,b0929
THRtex,b0241
THRtex,b1377
MALt2_3pp,b4123
MALt2_3pp,b4138
MALTabcpp,b4034
MALTabcpp,b4033
MALTabcpp,b4032
MALTabcpp,b4035
MALTHXabcpp,b4034
MALTHXabcpp,b4033
MALTHXabcpp,b4032
MALTHXabcpp,b4035
MALTPTabcpp,b4034
MALTPTabcpp,b4033
MALTPTabcpp,b4032
MALTPTabcpp,b4035
AAMYL,b1927
AAMYLpp,b3571
MALTTRabcpp,b4034
MALTTRabcpp,b4033
MALTTRabcpp,b4032
MALTTRabcpp,b4035
THMDtex,b2215
THMDtex,b0929
THMDtex,b0241
THMDtex,b1377
MALTTTRabcpp,b4034
MALTTTRabcpp,b4033
MALTTTRabcpp,b4032
MALTTTRabcpp,b4035
MAN6Pt6_2pp,b3666
FACOAL80t2pp,b1701
FACOAL80t2pp,b1805
PPGPPDP,b3650
CPGNabcpp,b0152
CPGNabcpp,b0153
CPGNabcpp,b0151
CPGNexs,s0001
MANGLYCptspp,b0731
MANGLYCptspp,b2416
MANGLYCptspp,b2415
MELIBt2pp,b4120
MELIBt2pp,b0343
CBIuabcpp,b0158
CBIuabcpp,b1711
CBIuabcpp,b1709
METabcpp,b0197
METabcpp,b0198
METabcpp,b0199
CITtex,b2215
CITtex,b0929
CITtex,b0241
CITtex,b1377
ACGAtex,b2215
ACGAtex,b0929
ACGAtex,b0241
ACGAtex,b1377
DDCAtexi,b2344
TTDCAtexi,b2344
HDCAtexi,b2344
GGPTRCS,b1297
RMNtpp,b3907
23PDE2pp,b4213
23PDE4pp,b4213
23PDE9pp,b4213
SERt4pp,b3089
METDtex,b2215
METDtex,b0929
METDtex,b0241
METDtex,b1377
SUCCt2_3pp,b4123
SUCCt2_3pp,b4138
MNLptspp,b2702
MNLptspp,b3599
MNLptspp,b2934
MNLptspp,b2416
MNLptspp,b2704
MNLptspp,b2703
MNLptspp,b2933
MNLptspp,b2415
NAt3_1p5pp,b1186
ATPHs,s0001
SARCOX,b1059
GTPHs,s0001
MN6PP,b3697
MN6PP,b1727
MN6PP,b3826
MN6PP,b0822
NAt3_2pp,b0019
NH4tpp,b0451
NH4tpp,s0001
3KGK,b3580
METtex,b2215
METtex,b0929
METtex,b0241
METtex,b1377
F6PP,b0822
F6PP,b2293
F6PP,b3697
F6PP,b3826
F6PP,b2690
NMNPtpp,b0751
NO2t2rpp,b3367
NO2t2rpp,b1223
NO3t7pp,b1469
NO3t7pp,b1223
ORNabcpp,b2306
ORNabcpp,b2310
ORNabcpp,b2308
ORNabcpp,b2307
PIuabcpp,b3726
PIuabcpp,b3725
PIuabcpp,b3728
PIuabcpp,b3727
PNTOt4pp,b3258
FRULYSDG,b3371
METDabcpp,b0197
METDabcpp,b0198
METDabcpp,b0199
GDPMNH,b2051
FACOAL60t2pp,b1701
FACOAL60t2pp,b1805
IDONt2rpp,b4265
ILEabcpp,b3455
ILEabcpp,b3457
ILEabcpp,b3454
ILEabcpp,b3460
ILEabcpp,b3456
INDOLEt2pp,b3265
INDOLEt2pp,b3266
INDOLEt2pp,b3035
INSt2pp,b2964
INSt2pp,b2406
INSt2pp,b2393
PROabcpp,b2678
PROabcpp,b2677
PROabcpp,b2679
PROt2rpp,b4111
PROt2rpp,b0402
MNLtex,b2215
MNLtex,b0929
MNLtex,b0241
MNLtex,b1377
PROt4pp,b1015
PTRCabcpp,b1440
PTRCabcpp,b1126
PTRCabcpp,b1443
PTRCabcpp,b1124
PTRCabcpp,b0856
PTRCabcpp,b0854
PTRCabcpp,b1442
PTRCabcpp,b1441
PTRCabcpp,b1125
PTRCabcpp,b0857
PTRCabcpp,b1123
PTRCabcpp,b0855
LYXt2pp,b3907
GDPDPK,b2784
GDPDPK,b3650
OCDCAtexi,b2344
OCDCEAtexi,b2344
ASNNpp,b2957
GLUNpp,b2957
G6Ptex,b2215
G6Ptex,b0929
G6Ptex,b0241
G6Ptex,b1377
NTD12,b3399
NTD12,b2291
NTD12,b2744
NTD12,b2361
TUNGSabcpp,b0765
TUNGSabcpp,b0764
TUNGSabcpp,b0763
NAtex,b2215
NAtex,b0929
NAtex,b0241
NAtex,b1377
MOBDabcpp,b0763
MOBDabcpp,b2423
MOBDabcpp,b3917
MOBDabcpp,b2425
MOBDabcpp,b2422
MOBDabcpp,b0765
MOBDabcpp,b0764
MOBDabcpp,b2424
MOBDtex,b2215
MOBDtex,b0929
MOBDtex,b0241
MOBDtex,b1377
NI2uabcpp,b3478
NI2uabcpp,b4242
NI2uabcpp,b3480
NI2uabcpp,b3479
NI2uabcpp,b3476
NI2uabcpp,b3477
FECRMtonex,b0150
FECRMtonex,b1252
FECRMtonex,b3006
FECRMtonex,b3005
ADOCBLabcpp,b0158
ADOCBLabcpp,b1711
ADOCBLabcpp,b1709
NI2tex,b2215
NI2tex,b0929
NI2tex,b0241
NI2tex,b1377
NTD10pp,b4055
NTD10pp,b0480
NTD1pp,b4055
NTD1pp,b0480
NTD2pp,b0383
NTD2pp,b4055
NTD2pp,b0480
NACtex,b2215
NACtex,b0929
NACtex,b0241
NACtex,b1377
NTD3pp,b4055
NTD3pp,b0480
NTD4pp,b0383
NTD4pp,b4055
NTD4pp,b0480
NTD5pp,b4055
NTD5pp,b0480
CRNabcpp,b2678
CRNabcpp,b2677
CRNabcpp,b2679
CRNDabcpp,b2678
CRNDabcpp,b2677
CRNDabcpp,b2679
DNTPPA,b0099
DNTPPA,b1865
NTD6pp,b4055
NTD6pp,b0480
NTD7pp,b0383
NTD7pp,b4055
NTD7pp,b0480
CTBTabcpp,b2678
CTBTabcpp,b2677
CTBTabcpp,b2679
NTD9pp,b0383
NTD9pp,b4055
NTD9pp,b0480
NH4tex,b2215
NH4tex,b0929
NH4tex,b0241
NH4tex,b1377
PEAMNOpp,b1386
GAL1PPpp,b1002
NTPP9,b2954
NTPP10,b2954
NTPP11,b2954
H2O2tex,b2215
H2O2tex,b0929
H2O2tex,b0241
H2O2tex,b1377
ARGDCpp,b2938
URIH,b0651
URIH,b2162
URIH,b0030
ALLPI,b4090
ALLK,b4084
ALLULPE,b4085
ADEtex,b2215
ADEtex,b0929
ADEtex,b0241
ADEtex,b1377
ADNtex,b0411
NADPHQR2,b3028
NADPHQR3,b3028
NADPHQR4,b3028
GLBRAN2,b3432
ASR,b3503
ASR,b1064
ASO3tex,b2215
ASO3tex,b0929
ASO3tex,b0241
ASO3tex,b1377
AGMtex,b2215
AGMtex,b0929
AGMtex,b0241
AGMtex,b1377
ALAtex,b2215
ALAtex,b0929
ALAtex,b0241
ALAtex,b1377
BALAtex,b2215
BALAtex,b0929
BALAtex,b0241
BALAtex,b1377
DALAtex,b2215
DALAtex,b0929
DALAtex,b0241
DALAtex,b1377
MANGLYCtex,b2215
MANGLYCtex,b0929
MANGLYCtex,b0241
MANGLYCtex,b1377
AMPtex,b2215
AMPtex,b0929
AMPtex,b0241
AMPtex,b1377
METOX1s,s0001
XTSNH,b0030
METOX2s,s0001
FRUURt2rpp,b4321
FRUURtex,b2215
FRUURtex,b0929
FRUURtex,b0241
FRUURtex,b1377
ARBtex,b2215
ARBtex,b0929
ARBtex,b0241
ARBtex,b1377
ARGtex,b2215
ARGtex,b0929
ARGtex,b0241
ARGtex,b1377
INSH,b0030
ASCBtex,b2215
ASCBtex,b0929
ASCBtex,b0241
ASCBtex,b1377
FACOAL100t2pp,b1701
FACOAL100t2pp,b1805
RIBabcpp,b4088
RIBabcpp,b4230
RIBabcpp,b3751
RIBabcpp,b4227
RIBabcpp,b3749
RIBabcpp,b3748
RIBabcpp,b4485
RIBabcpp,b4087
RIBabcpp,b3750
RIBabcpp,b4231
RIBabcpp,b4086
ECAtpp,b3792
O16AT,b2033
O16GALFT,b2034
O16AUNDtpp,b2037
O16AP1pp,b2035
O16AP1pp,b2027
GPDDA3pp,b2239
GPDDA4pp,b2239
GPDDA2pp,b2239
FACOAL120t2pp,b1701
FACOAL120t2pp,b1805
GLYCAt2rpp,b3127
GLYCAt2rpp,b2789
GLYCAtex,b2215
GLYCAtex,b0929
GLYCAtex,b0241
GLYCAtex,b1377
FACOAL140t2pp,b1701
FACOAL140t2pp,b1805
BUTtex,b2215
BUTtex,b0929
BUTtex,b0241
BUTtex,b1377
AGM4PCP,b1192
4PCP,b1192
FE3HOXtonex,b0150
FE3HOXtonex,b1252
FE3HOXtonex,b3006
FE3HOXtonex,b3005
CU2abcpp,b3469
COBALT2abcpp,b3469
NI2abcpp,b3469
MG2uabcpp,b4242
4PCPpp,b2175
HCYSMT2,b0261
FALDH2,b0356
CHLtex,b2215
CHLtex,b0929
CHLtex,b0241
CHLtex,b1377
GLYBabcpp,b2677
GLYBabcpp,b2128
GLYBabcpp,b2679
GLYBabcpp,b2130
GLYBabcpp,b2678
GLYBabcpp,b2129
GLYBabcpp,b2131
GLYC3Pt6pp,b2240
MMETtex,b2215
MMETtex,b0929
MMETtex,b0241
MMETtex,b1377
FE3tex,b2215
FE3tex,b0929
FE3tex,b0241
FE3tex,b1377
MG2tex,b2215
MG2tex,b0929
MG2tex,b0241
MG2tex,b1377
Zn2tex,b2215
Zn2tex,b0929
Zn2tex,b0241
Zn2tex,b1377
MMETt2pp,b0260
CD2tex,b2215
CD2tex,b0929
CD2tex,b0241
CD2tex,b1377
GLYCLTt4pp,b4067
GLYCtpp,b3927
GLYCtpp,s0001
H2Otpp,b0875
H2Otpp,s0001
GLNabcpp,b0810
GLNabcpp,b0811
GLNabcpp,b0809
CO2tex,b2215
CO2tex,b0929
CO2tex,b0241
CO2tex,b1377
GLUabcpp,b0653
GLUabcpp,b0652
GLUabcpp,b0654
GLUabcpp,b0655
GLUABUTt7pp,b1492
GLUt2rpp,b4077
HCINNMt2rpp,b0353
HISabcpp,b2309
HISabcpp,b2308
HISabcpp,b2307
HISabcpp,b2306
HISt2rpp,b0112
CBIAT,b1270
GLUt4pp,b3653
GLYALDtpp,b3927
CRNtex,b2215
CRNtex,b0929
CRNtex,b0241
CRNtex,b1377
ACGK,b3959
LYSabcpp,b2306
LYSabcpp,b2310
LYSabcpp,b2308
LYSabcpp,b2307
COBALT2tex,b2215
COBALT2tex,b0929
COBALT2tex,b0241
COBALT2tex,b1377
LCTSt3ipp,b0070
LCTSt3ipp,b2170
LCTSt3ipp,b1528
PPK2,b2501
ARBt3ipp,b1528
14GLUCANabcpp,b4034
14GLUCANabcpp,b4033
14GLUCANabcpp,b4032
14GLUCANabcpp,b4035
14GLUCANtexi,b4036
DINStex,b2215
DINStex,b0929
DINStex,b0241
DINStex,b1377
DHPTPE,b2303
PPDOy,b0325
FALGTHLs,s0001
NTD12pp,b4055
NTD12pp,b0480
PPA2,b2502
PPA2,b2744
DIMPtex,b2215
DIMPtex,b0929
DIMPtex,b0241
DIMPtex,b1377
GNK,b3437
GNK,b4268
HMBS,b3805
3NTD7pp,b0383
3NTD7pp,b4213
DMStex,b2215
DMStex,b0929
DMStex,b0241
DMStex,b1377
3NTD4pp,b0383
3NTD4pp,b4213
3NTD2pp,b0383
3NTD2pp,b4213
3NTD9pp,b0383
3NTD9pp,b4213
RMK,b3904
FHL,b2483
FHL,b2720
FHL,b4079
FHL,b2487
FHL,b2482
FHL,b2724
FHL,b2481
FHL,b2488
FHL,b2484
FHL,b2721
FHL,b2486
FHL,b2723
FHL,b2490
FHL,b2489
FHL,b2719
FHL,b2722
FHL,b2485
MEPCT,b2747
GLUDy,b1761
GLUDy,b3212
GLUDy,b3213
23PDE7pp,b4213
GALTptspp,b2094
GALTptspp,b2092
GALTptspp,b2416
GALTptspp,b2093
GALTptspp,b2415
GALURt2rpp,b3093
ZN2abcpp,b3469
CSNtex,b2215
CSNtex,b0929
CSNtex,b0241
CSNtex,b1377
GLYCLTDy,b3553
GLYCLTDy,b1033
LYSDC,b0186
LYSDC,b4131
DAAD,b1189
GLCNt2rpp,b3415
GLCNt2rpp,b4265
GLCNt2rpp,b4476
GLCNt2rpp,b4321
GLCptspp,b1101
GLCptspp,b1621
GLCptspp,b2417
GLCptspp,b1818
GLCptspp,b2416
GLCptspp,b1817
GLCptspp,b1819
GLCptspp,b2415
GLCRt2rpp,b3127
GLCRt2rpp,b2789
GLCt2pp,b2943
UREAtpp,b3927
XANt2pp,b2888
XANt2pp,b2882
XANt2pp,b3654
GLYC3Pabcpp,b3451
GLYC3Pabcpp,b3453
GLYC3Pabcpp,b3452
GLYC3Pabcpp,b3450
PPPNt2rpp,b2536
PTRCORNt7pp,b0692
GLCURt2rpp,b3093
GLCURt2rpp,b3909
ACMUMptspp,b2417
ACMUMptspp,b2416
ACMUMptspp,b2429
ACMUMptspp,b2415
HSTPT,b2021
SPMDabcpp,b1126
SPMDabcpp,b1440
SPMDabcpp,b1443
SPMDabcpp,b1124
SPMDabcpp,b1442
SPMDabcpp,b1441
SPMDabcpp,b1125
SPMDabcpp,b1123
CYNTtex,b2215
CYNTtex,b0929
CYNTtex,b0241
CYNTtex,b1377
HG2tex,b2215
HG2tex,b0929
HG2tex,b0241
HG2tex,b1377
NTPP5,b2781
NTPP5,b1865
THDPS,b0166
ACONMT,b1519
XTSNtex,b2215
XTSNtex,b0929
XTSNtex,b0241
XTSNtex,b1377
CYStex,b2215
CYStex,b0929
CYStex,b0241
CYStex,b1377
THRD_L,b3772
THRD_L,b3117
NTD3,b2291
NTD3,b2744
NTD3,b2361
CYTDtex,b2215
CYTDtex,b0929
CYTDtex,b0241
CYTDtex,b1377
GLYOX,b0212
DADNtex,b0411
4PEPTtex,b2215
4PEPTtex,b0929
4PEPTtex,b0241
4PEPTtex,b1377
NAMNPP,b0931
SELNPS,b1764
DHAtex,b2215
DHAtex,b0929
DHAtex,b0241
DHAtex,b1377
ETOHtex,b2215
ETOHtex,b0929
ETOHtex,b0241
ETOHtex,b1377
MTRPOX,b1059
AGM4PCPpp,b2175
GTPDPDP,b3779
CRNCAR,b0036
GALabcpp,b4230
GALabcpp,b4227
GALabcpp,b2149
